东西征南北剿博古通今,0,东西战南北剿博古通呃今。
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16259627.62610544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16360130.860924697,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16414222.316620268,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,16446866.805861553,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,16455295.76085559,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16495304.00443818,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,16531147.136544416,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,16570075.252999429,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,16699369.068334103,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,16715283.486931344,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,16786828.53600129,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,16791007.88189961,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,16886690.25879192,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,16887503.181465484,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,16897269.462589122,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,17031399.936340842,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,17055844.02579235,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,17136414.909941956,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,17236172.065106053,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,17267455.622508988,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,17271003.34944422,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,17273917.261391535,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,17347200.414754562,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,17354697.64420808,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,17373297.954373088,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,17510039.735730484,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,17574678.808487747,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,17650454.57413488,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17678113.60717675,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,17680791.808616582,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17694188.838838246,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,17729180.786091737,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17750039.489343237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,17818488.90062392,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,17901570.391179632,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,17901570.391179632,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,17921934.764353126,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,17944429.23674902,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,17966062.82586085,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17971141.53983204,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,18083853.43736422,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,18143935.964916274,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,18193145.22424242,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,18266947.030273963,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,18273862.150006086,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,18444956.80726239,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,18501733.0650724,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,18544737.033511844,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,18567382.46908028,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,18581841.431678988,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,18648625.861964684,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,18713657.256029543,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,18715401.062977113,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,18733012.84455186,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18745136.130010463,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,18776032.08046224,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,18872135.811297964,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,18893073.18620362,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,18926495.853985317,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,19006787.661513768,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,19028048.258901086,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,19090516.253145438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,19136198.313437667,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,19176762.452398136,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,19254685.88676487,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,19302525.515270937,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,19317139.267516233,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,19354423.77032183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,19498768.06923286,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,19620421.358774666,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,19637688.05435326,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,19709826.424737073,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,19846671.891781747,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19855938.414398737,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,19904200.74954503,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,20004740.10342522,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,20083654.47765323,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,20169760.387061164,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,20187854.01068347,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,20258995.123270135,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,20286087.47714809,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,20327332.757810455,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,20327332.757810455,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,20472406.026878193,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,20749423.677544978,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,20868586.78278281,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,20956500.502046224,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,21114689.54387225,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,21124894.38604254,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,21159338.95349455,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,21168644.894991416,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,21346993.11300728,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,21495063.566604838,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,21710479.535737853,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,21799667.074896462,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,22149529.581816472,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,22154182.298208,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,22413903.57906176,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,22422120.796704557,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,22536658.203839067,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,22608871.96260191,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,22659484.83579018,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,22692153.925510418,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,22696779.653460555,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,22751914.74025114,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,22994204.845709603,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,23383652.21043853,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,23429391.784572687,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,23529362.259845257,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,24478885.412757527,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,24801035.96187243,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,24915899.934291236,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,25130863.473400332,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,25139132.394499365,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,25193746.347809736,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,25238945.80117236,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,25426110.65627637,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,25904777.226131335,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,26310461.408907752,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,26787929.14464486,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,27139434.04411672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,27217059.135876883,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,27477779.15893647,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,27477779.15893647,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,27641518.5150083,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,28429014.19344633,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,28738554.318386186,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,29384547.327696852,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,30221784.264069326,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,31429853.576151155,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,32604168.955501467,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,33001136.06378482,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,33292750.577796873,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,33522972.632868387,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,35770758.41193688,0.0
