二次里命孟良番营来进,1,二次（喏）里命孟良番营来进，
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19014394.092556637,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19029776.348896645,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,19051159.74972766,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,19085395.21127011,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,19091869.031066053,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,19113700.766310893,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,19150959.942055915,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,19162451.320520997,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,19312918.68318927,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,19320071.337867923,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,19325016.33540247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,19469368.822393857,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,19549029.613282386,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,19569281.739684366,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,19597425.63003485,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,19746582.59119529,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,19746908.29108966,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,19858025.891133845,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19932943.34459482,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,19984722.876215912,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,20001899.268480655,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,20158481.350264195,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,20166225.835255302,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,20291888.26249012,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,20320750.44461894,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,20374823.10216524,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20381966.65628932,0.1
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20445695.978699155,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,20565087.05725144,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,20596866.780696046,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,20597624.854955602,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,20645087.61913982,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20686511.321938287,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20799571.501958273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,20937492.450481255,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,20945750.096171543,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,20955689.163422503,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21146741.62601204,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,21161655.807508577,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,21198716.271943044,0.2
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,21214922.67291096,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21234785.474733826,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,21265251.934500385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,21284404.58743307,0.1
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,21298201.651923604,0.1
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,21312611.144644406,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,21415153.37405859,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,21459805.395964615,0.1
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,21545447.670255084,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,21555552.232937824,0.2
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,21585589.99442543,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21622518.385498293,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,21656113.89846712,0.2
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,21738356.733773097,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21744925.105211943,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,21746103.217186607,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,21863089.98599441,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,21940384.452341173,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,21948515.884707604,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,21981744.047896177,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,22025077.82046253,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,22105815.616329115,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,22146482.749555387,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,22213262.430814188,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,22465206.351665355,0.1
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,22496212.920345496,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,23020642.796704423,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,23080882.25131081,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,23283146.803082082,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23299462.217892904,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,23368656.141310245,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,23444855.21176663,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,23579610.540257707,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,23639963.811873887,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,23706824.556280892,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,23743450.969896074,0.1
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,23802659.34713003,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,23823212.83427839,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,23830221.663937125,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,23858664.686654855,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,23909106.042591553,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,23927637.92263538,0.1
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,23938046.414015945,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,24049361.573125977,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24279717.053027533,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,24284347.63971669,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,24372534.49801888,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,24372534.49801888,0.1
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,24432607.479628764,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,24432696.540021874,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24456682.79082194,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,24587744.10369521,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,24682798.359940942,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,24767768.77368254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24899428.010581046,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,24953576.546223838,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,24974557.8362839,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,25039087.732803363,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,25067063.927598648,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,25281723.616263013,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,25362957.489005808,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,25566715.80291531,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,25663174.806222476,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,25724171.622450322,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,25977419.00475941,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,26195208.91166585,0.1
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,26212401.49949912,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,26359771.376634613,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,26403890.070565604,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,26414496.36364223,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,26649227.726697154,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,26834891.88552808,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,26846497.131406903,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,27043422.685740624,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27183032.79328789,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,27430094.92722655,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,27489127.276501186,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27511463.22230166,0.1
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,28773336.74940921,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,28814061.61354794,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,28814061.61354794,0.1
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,29129657.50524546,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,29552804.06629514,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,29612572.818233736,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,29735469.59165349,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,29931860.971957307,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,29931860.971957307,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,30334255.455983605,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,30841859.98964095,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,33320682.40477692,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,33477935.737011578,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,33661525.07221854,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,33906783.82085371,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,34984910.41828717,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,35228213.911152035,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,39509504.829466395,0.0
