凭阴阳如反掌保定乾坤,1,凭阴阳如反掌保定乾坤。
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,20934065.38789747,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,20983218.68693627,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,21083237.562781524,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,21092168.706508543,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,21215163.61938231,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,21316499.476866458,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,21393968.438781366,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,21414153.069603343,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,21414569.64945661,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,21445716.921624206,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,21480550.758275185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,21498431.03782054,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,21530131.862756707,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,21589766.39715954,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,21692522.490813393,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,21801125.70926016,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,21801645.73306572,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,21870167.81649024,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,21914042.475064203,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,21934757.45048995,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,22169079.496262733,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,22222470.628262654,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,22344548.473795343,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,22379876.49711565,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,22486762.433627788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,22580186.319026615,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,22595028.81772883,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,22642743.745767396,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,22661037.345553175,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,22669748.88781452,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,22705742.17031875,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,22966980.11381035,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,22985872.994999856,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,23017973.125372518,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,23054275.792048503,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,23058103.96246079,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,23077090.22121995,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,23137045.317240633,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,23235184.019629024,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,23279983.470838264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,23327815.216154728,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,23513751.1629461,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,23516224.713268083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,23543963.03029232,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23600782.72165754,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,23626062.17302268,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,23638450.237221114,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,23983629.727338996,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,24029631.234151226,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,24094361.23677738,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,24161549.463686105,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,24187247.53714245,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,24193135.265229426,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,24193135.265229426,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,24324694.249472916,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,24361370.040252313,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,24467843.118916664,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,24543760.835978866,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,24655333.55430262,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,24729712.231432334,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,24756369.20184165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,24818555.23127452,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,24818555.23127452,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,24973621.64352105,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,25057210.359723687,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,25080285.53904078,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,25284051.6254884,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,25293812.621569224,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,25412934.435808837,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,25438969.06121831,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,25468670.947671864,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,25488268.084500074,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,25508463.846966285,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,25536636.59570471,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,25561903.042911395,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,25600443.653966416,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,25720503.36388126,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,25720503.36388126,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,25774267.312786236,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,25800584.133598108,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,25804701.230172485,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,26079166.876447126,0.1
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,26110566.238661464,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,26206760.205695335,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,26786798.818643104,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,26931382.635441657,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,26978221.03287967,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,27009602.66733252,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,27176550.156636734,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,27186157.80773181,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,27541832.570910905,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,27548125.17866578,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,27641626.498537764,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,27641626.498537764,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,27934454.364644937,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,28205414.534162465,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,28503170.457679722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,28786409.84312088,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,28974763.937469468,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,29113664.631463397,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,29180275.173297577,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,29342693.752285324,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,29448838.387291394,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,29567025.73720843,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,29653739.94609157,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,29687036.187982876,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,29870079.861324098,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,29883954.059012797,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,29923635.236901205,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,29962124.001995895,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,30004280.01883546,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,30041480.16647006,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,30333933.297993712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,30443194.515502755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,30471899.971514508,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,30628320.71032647,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,30668847.363173023,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,30918040.255967658,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,31262153.1692735,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,31378041.91709473,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,31390053.280227937,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,31564088.40066399,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,31652690.847420692,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,32268417.188517105,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,32504010.692994393,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,33439843.689044047,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,33640733.75849325,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,33680131.78414452,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,33858266.75808589,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,33986388.31469536,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,34229214.54639925,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,34263939.16561691,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,34551647.01143968,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,36287897.247993305,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,36518419.52829978,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,41325830.613995895,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,42414798.31675801,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,53529003.11994253,0.0
