实指望到吴国借兵回转,0,实指（惹）望到吴国借兵回转，
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11252246.96765859,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11287101.480655866,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,11290366.830829294,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,11295622.21217492,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,11296481.736722283,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11318721.80012839,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11334441.399683146,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11336323.565384077,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,11380343.519354427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,11420897.052706242,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11436588.557933275,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,11473340.193398695,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11487870.640866963,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11489300.901547674,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,11522126.963997347,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,11594790.78957257,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11604727.292961841,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11621349.899966791,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11637782.283509716,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11665370.633635456,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11666888.215798331,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11699392.512116948,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,11701104.394810213,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,11701492.111736663,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,11740856.62377764,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,11740856.62377764,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11768173.063755305,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,11852435.249343853,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11875893.450166332,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,11877387.02093412,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11892946.573462194,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11894565.47294904,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,11909143.159607489,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,11914788.37542059,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,11925681.403466277,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,11960578.662858909,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11987335.885942958,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,12024860.102553885,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,12032816.038200406,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,12043362.38676826,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12071545.900937425,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12105625.315670319,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12111479.253693182,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12179300.166617883,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,12191431.56891108,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,12250911.23096387,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12255786.465133945,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12283484.611007376,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12314117.252730908,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,12372592.21175668,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12464424.214689719,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,12471501.722014388,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12473644.571644321,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,12480417.36917854,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,12497831.709519817,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12524181.006553201,0.1
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,12549697.330991983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,12552898.882595215,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,12579533.63068258,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12581717.967236938,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12620396.457405755,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12620512.436033046,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,12729431.472274667,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,12754640.21269923,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,12772655.759762375,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12773765.147549737,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12790118.165385019,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12850793.127557484,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,12865872.81702996,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12908381.850615233,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,12935222.165416919,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,12957951.617312862,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,12967125.221934427,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12993765.562975083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,13006519.677422272,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13060515.073190337,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13074036.492672244,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13106240.219863238,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,13128891.870360307,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13130735.694077628,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,13131573.722325929,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13175730.841248583,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,13180620.99073333,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13210394.639200384,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13263703.11012768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,13273494.187609376,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,13387851.851756355,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13524419.981504206,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13525929.077026132,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13658244.14549244,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,13658640.322326316,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13706993.77757463,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13747335.71995063,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13747955.367855458,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13832835.818832934,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,13937586.131821875,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13949897.78518765,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13955074.09064681,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14078796.388494724,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,14098617.433027819,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14142449.737180406,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14196694.101165114,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,14362042.784828989,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,14384717.209760576,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14537040.029198758,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,14669048.498337533,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14681896.403614912,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14762964.281641912,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14885645.715721339,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,15052328.195205713,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15055508.406698706,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,15075378.218669774,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,15112589.910641871,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15225568.175964696,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,15229185.121407341,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15243735.967515936,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15321785.327371769,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,15450811.158819556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15653138.961546047,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15662720.376455098,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,15813035.485963374,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,15813035.485963374,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15855231.827851571,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16023791.661498765,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,16041425.124064669,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16208656.61370656,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16208656.61370656,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,16273557.092074417,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,17086105.408264603,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,17165295.113238994,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,17955845.44815179,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,17983589.284337856,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,19313585.459802266,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20569092.801958557,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20662284.917013973,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,20690108.972579326,0.0
