诸葛亮怎比得前辈的先生,22,俺诸（喏）葛怎比得前辈呀的先哪生。
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,19055686.61859617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,19062467.535175852,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,19065378.839684464,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,19180610.936000902,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,19191696.248834282,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,19227470.010525987,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,19314696.464195278,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,19315415.81813486,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,19315415.81813486,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,19318875.952045612,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,19319337.25986893,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,19383569.471567012,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,19405687.55874642,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,19456967.42540637,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,19475648.773035068,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,19521292.187490743,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,19521430.35626488,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,19528817.99301298,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19530161.0000103,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,19539581.852510773,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,19587989.133179467,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19594901.870026555,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,19599306.589435823,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,19651081.750123233,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,19666134.219154555,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,19703140.038296875,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,19769513.590202797,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,19779630.785604287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,19819843.255938515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,19846816.585890025,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19862496.221012626,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,19862973.8816222,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,19867550.107501585,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,19881823.222630046,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,19927687.02567962,0.09090909090909091
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,19944340.003920924,0.18181818181818182
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,20003262.619768325,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,20064735.994597957,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,20104261.898699205,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,20131876.3990013,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20141810.418301493,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,20180727.15535896,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,20234149.718214057,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,20243910.007451933,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20258386.073958375,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,20298212.121125177,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,20318268.66926026,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20348429.851136304,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,20459560.024604134,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,20468045.240459118,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,20478448.160338778,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,20572535.184521154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,20574742.918914303,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,20578690.98048268,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,20588626.069475625,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,20595496.474504787,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,20627182.47100548,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,20706518.14013476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,20717869.433493175,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,20760602.66384167,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,20791253.884499837,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,20838493.668838512,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,20959418.183567543,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,20963932.728032783,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,20993254.07527785,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,21067528.19812268,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,21131836.878488533,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,21185708.07358446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,21255675.909055892,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,21291333.736623228,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,21339028.418783173,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,21459178.231094744,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,21541350.69074908,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,21593669.322104663,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21644536.85352079,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,21709746.64350928,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,21789620.920650147,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,21898064.574403565,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,21940526.720604554,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,22034839.641870614,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,22065964.231101103,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,22112973.463401467,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,22127330.828677926,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,22145787.795561448,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,22146198.43776974,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,22191823.27139047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,22228219.04883245,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,22235385.737324547,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,22277380.320838757,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,22302273.450224433,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,22372555.70175466,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,22391901.802844565,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,22399662.356848765,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,22599831.4501756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,22854960.068905078,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,22864749.213737585,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,22978987.63522722,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,23108899.88013308,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23129501.51898217,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,23210493.857569445,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,23251514.88032363,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,23255905.109378368,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,23465714.191418085,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,23665694.557244234,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,23684823.17823199,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,23724243.832008358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,23758163.450751595,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,23849721.34065968,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,23859497.258611318,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,23929960.443061616,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,24151420.141219217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,24158118.91135525,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,24159756.34300437,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,24453701.55013184,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,24515348.707234357,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,24533367.779304836,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,24566009.224469364,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24723353.058546152,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,24837555.82091357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,25067553.912088573,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,25408852.240061097,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,25558397.38672805,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,25862428.685331617,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,26141713.433360275,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,26180368.212162122,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,26269624.376637444,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,26339184.899454493,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,26653366.488476854,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,26813136.8686238,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,26966367.13228032,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,27054581.421764173,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,27098454.117134787,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,27505792.235836014,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,27638406.55665713,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,28092990.289895624,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,28534104.36074398,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,28565591.42275458,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,28625871.017083906,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28784611.671890188,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,28830940.70675609,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,28834252.943998486,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,29200995.955373067,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,29200995.955373067,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,29223846.265557148,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,29651355.79803839,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,29971109.39360424,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,29989239.892847147,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,30027637.05966108,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,30182072.959618483,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,30678201.680347294,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,30917602.050338387,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,31490593.026058637,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,32167157.49716503,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,32699220.893827535,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,32945094.70521497,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,33555905.52631843,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,33629857.147942066,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,33629857.147942066,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,34982092.94045849,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,38931312.70706444,0.09090909090909091
