叫一声解差把店投,8,叫一声解差把店役。
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10851043.504034303,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,10896814.82116685,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10930749.022389015,0.125
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,10983135.74636712,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11016181.546921255,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11026170.292837946,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11036300.279101415,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,11050547.26659986,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11054649.98424653,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,11065514.374706278,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11068783.955568388,0.125
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,11158235.459402693,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11163563.819592185,0.125
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,11169073.144650092,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11199622.573850673,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,11201536.038214168,0.125
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11245487.388853434,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,11260640.434998224,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,11286854.905416243,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11307843.022283254,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,11316487.202879725,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11335450.234511713,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,11349985.059633082,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11364757.110241309,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,11418286.827301383,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11436390.97013621,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,11520159.684505146,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,11583111.812568493,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,11590956.860657481,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,11636003.323247151,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11638331.096394774,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11694545.56465454,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11743612.59150081,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11743612.59150081,0.125
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,11851962.452106576,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,11873499.952506877,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11920462.316183968,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11924087.389564112,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11939576.740316449,0.375
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11943823.355983105,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11993233.738032809,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,12009269.03029381,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12026737.6847863,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,12079220.131934034,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12222408.911004266,0.125
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12290988.652657835,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12293551.8799519,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,12318025.387063375,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,12318025.387063375,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,12321597.928633004,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,12352298.482714092,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,12417214.932043262,0.125
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12456757.585408226,0.375
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,12479517.837096177,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,12559129.791402625,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12629795.817272129,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,12683159.742043337,0.25
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,12689843.089823293,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12717260.988425614,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12761955.96821333,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12780873.238050206,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,12783503.281646006,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12881689.811112117,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12881689.811112117,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12898299.684330992,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,12910690.69363872,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,12923326.691220347,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,12945607.163997492,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,12945993.415925661,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,12946117.57611275,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,13009771.275185648,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,13020992.430017272,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,13039193.835183509,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,13070314.568360157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13110812.80689394,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,13114233.693245726,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13217059.475534761,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13290286.93889919,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13291574.53074197,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,13292173.306834674,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,13323447.443385871,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,13680675.380018419,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13744548.245003123,0.125
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13765464.07473305,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,13765519.27263346,0.125
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,13780959.688030249,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,13914428.337166943,0.125
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,13914745.374406766,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,13920000.255159887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,14061420.845572036,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14470681.400978908,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,14483392.784759207,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14794598.764741374,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,14904378.03473791,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14928691.857142942,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,15019495.54413953,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,15099288.594633164,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15171245.989584848,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15325657.217887318,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,15465590.061879529,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15852171.964360284,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,15862389.310391368,0.125
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,15992268.008925289,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16103619.549848564,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16172037.87130984,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16172037.87130984,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,16421673.393282777,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,16431126.614439063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,16552697.242275598,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,16723177.677728534,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,16917959.05086435,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,16965565.029061552,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,17039364.724497475,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,17168087.681653418,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,17265288.389642216,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,17671323.493893594,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,17691616.056578357,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,18321393.49224925,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18979131.573923163,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,19180708.454636943,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,19235191.30241246,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,19492180.4579849,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,19757752.084702007,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19856808.2921288,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,19890978.51142808,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,20298745.291740425,0.125
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,20369516.321351457,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21256463.785584565,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,21993995.775266897,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,22712427.62894835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,22923121.740514264,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,26764850.739506107,0.25
