是响马并贼寇,110,一不是响马与贼寇，
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,29182119.017035972,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,29204108.27944498,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,29217303.266284596,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,29292449.110696606,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,29315717.37979449,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,29323939.096358314,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,29391123.389219582,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,29412805.42940684,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,29413625.693313602,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,29448870.506832663,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,29492638.704964165,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,29665786.52310153,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,29900135.13061365,0.16666666666666666
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,29988498.034755114,0.16666666666666666
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,30050512.28176827,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,30074907.979274414,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,30120581.091079306,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,30120915.592285447,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,30243036.98947248,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,30686326.72934528,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,30686326.72934528,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,30689722.890160244,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,30711570.48754757,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,30724008.575892717,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,30748403.4427375,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,30765221.8213468,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,30812591.20076637,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,30939949.109341513,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,30989545.96351384,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,31053590.19092689,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,31138112.71267679,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,31228027.744238622,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,31446042.420046452,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,31608636.373422217,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,31626962.559056163,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,31663601.843224876,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,32145622.527425103,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,32153136.579982575,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,32198101.79235895,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,32349315.38628475,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,32416500.51222234,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,32534274.65545959,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,32539895.779696662,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,32549988.80820973,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,32633038.637956493,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,32671127.25514466,0.16666666666666666
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,32789043.085384782,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,32879566.08075384,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,32971978.190632336,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,33029285.437173396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,33114914.048894424,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,33170394.60427452,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,33312336.74414349,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,33357505.56796584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,33377839.515315402,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,33388829.792514212,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,33531464.00649672,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,33579520.8347625,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,33605240.13727642,0.16666666666666666
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,33694799.53713623,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,33822193.81726612,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,33891703.75269586,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,33940497.22351033,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,34050628.868923694,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,34133308.803245045,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,34423558.65751367,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,34470495.8430193,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,34626982.49961585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,34739269.27974038,0.16666666666666666
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,34923650.04912857,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,34988617.1492307,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,35230082.73232954,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,35235677.60776138,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,35358417.91034393,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,35382037.711418554,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,35537314.862046175,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,35541268.33457113,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,35602256.11136975,0.3333333333333333
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,35602256.11136975,0.3333333333333333
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,35725808.8861904,0.16666666666666666
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,35852033.97958776,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,36088275.621274404,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,36152966.4649764,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,36359164.44150095,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,36766092.4787173,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,36852227.95123304,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,36876212.19043536,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,36882939.81614006,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,37055042.74236609,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,37244758.48998555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,37380741.03055564,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,37461167.76693449,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,37701659.04603227,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,37869686.267316364,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,38147200.14724781,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,38706446.492310375,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,38711353.95671553,0.16666666666666666
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,39021339.85753259,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,39555506.60529799,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,39771587.64288028,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,39844968.69652496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,40316135.36535483,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,40465685.30060845,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,40759389.530199245,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,41183837.8912807,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,41247382.596158884,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,41247382.596158884,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,41264825.50447248,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,41386093.401141554,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,41393466.76126129,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,41758654.26474322,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,41830325.62021091,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,42015917.875603996,0.16666666666666666
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,42327637.87495529,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,42597621.50470302,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,42653951.951383285,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,42816010.24071689,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,43485772.58558275,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,43909875.08733719,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,43924585.16538054,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,44423434.36146257,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,44427991.90901143,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,45112401.579432234,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,46044750.95071304,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,46249754.483281836,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,46795639.36166506,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,47349824.934478834,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,47514194.50399509,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,48163653.37530552,0.16666666666666666
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,48216291.70369085,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,48216291.70369085,0.16666666666666666
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,48621345.38749892,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,49133373.216879785,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,49200547.12780359,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,49561912.60990866,0.16666666666666666
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,49873601.42833018,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,50164373.08595483,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,50218819.22812909,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,50778224.984032154,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,52856996.0709598,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,53959442.50851821,0.16666666666666666
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,55708822.66837982,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,56755342.85227267,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,60041828.67271869,0.0
