将身儿来至在大街口,0,将身儿来至在大街口，
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,18854487.449376807,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,18881169.772305556,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,18910674.71562091,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,18915961.60438576,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,18922722.545043126,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18953227.154796243,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18981091.204422314,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,19039553.973620225,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,19040102.71039995,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,19040875.93151438,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,19179347.23012049,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,19223776.52951974,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19281549.63567928,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,19285581.77709904,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19306901.79892498,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,19329432.42619039,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,19347391.503224973,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,19349480.50563282,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,19393600.84764652,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,19466259.86728646,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,19485734.722102646,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,19549161.797795255,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,19806601.00000638,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,19887045.056476876,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,19919182.860897064,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,19991825.99392475,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,20007518.068155564,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,20059482.246033072,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,20082728.034967758,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,20098671.761752345,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,20137420.052810226,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,20150452.68082118,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,20164019.12771256,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,20166011.501326557,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,20264317.60803521,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,20302917.016173173,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,20303063.08028096,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,20374693.062517364,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,20411020.91798391,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,20464342.93548586,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20488108.612575814,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,20694785.816599973,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,20781789.980813768,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,20873200.28994463,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,20925895.11117811,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,20943792.874794275,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,20946453.837921724,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,21019739.811029933,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21038788.387409974,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,21043378.591903098,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,21202975.54087612,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,21302578.90352032,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,21368074.521760184,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21379327.252857797,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,21385638.01340027,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21423682.098461922,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,21608353.67359869,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,21649850.368082386,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,21650755.48200244,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,21650880.70384087,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,21730274.654261827,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21835800.65955479,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,21844707.199605323,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,21890918.555039596,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,21896849.120723296,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,21930718.858138505,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,21968098.292728476,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,21980653.750509083,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,22069076.760021027,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,22183623.8806124,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,22251089.88972109,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,22376498.49985534,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,22542827.080921073,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,22634589.096045278,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,22728035.86340223,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,22749086.966634206,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,22785913.77690707,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,22818982.68767432,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,22940058.610389926,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,22972797.28873333,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,23149705.398578815,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,23314312.3766052,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,23356035.62293867,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,23390440.173706785,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,23397289.53194992,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,23399040.090360373,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,23690127.669999804,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,23745684.330429953,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,23785305.147697214,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23840684.57350751,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,23935298.218727138,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,23935298.218727138,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,23993948.33590755,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,24106417.019797552,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,24794373.1254484,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,24837552.931023184,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,25045828.481643397,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,25083960.662543822,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,25235507.32272552,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,25554817.910873406,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,25563231.609997567,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,25735373.304633174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,26052586.097458623,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,26084805.18645029,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,26116851.55347202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,26840394.069439925,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,26996990.673182722,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,27025293.518048543,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,27025293.518048543,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,27039961.05740151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,27197624.626170892,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,27275350.122578457,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,27408190.066057574,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,27521889.533430755,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,27982069.46182585,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,28036214.497798968,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,28073458.731804237,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,28250518.980802502,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,28404193.258814614,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,28442084.153475728,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,28462145.53932614,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,28491400.07721361,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,28617797.6821543,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,28719829.025376134,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,28737246.440279745,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,28841610.38856265,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,28846139.132941946,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,28863040.72710243,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,29133696.919637058,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,29523233.749430094,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,29836991.923774283,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,29864804.564543735,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,29922902.43988917,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,30391338.624909673,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,30474576.33321237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,30668741.75231141,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,30686844.76949142,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,30732721.00339064,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,30764968.481207613,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,31026928.530272923,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,31508085.75545494,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,31685692.560925316,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,31996876.571442503,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,32561064.42242784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,33743239.89245105,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,35273932.496747285,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,35789048.77885675,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,36011668.843836844,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,36011668.843836844,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,36707434.77633731,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,37328934.89632816,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,38785467.50860558,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,41621581.524106815,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,41873560.17593417,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,41929948.62027874,0.0
