尊一声过往宾朋听从头,0,尊一声过往的宾朋听从头：
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11178919.610726662,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11226949.81359173,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11226949.81359173,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,11272947.786909224,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,11351085.206499677,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,11351085.206499677,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,11360930.238153495,0.2
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11364833.433897683,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11431213.469032766,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,11485092.626615457,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,11500393.07121822,0.1
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11507977.79157782,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11540042.17378292,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,11564694.390753241,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11567661.671972835,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,11604034.563616535,0.1
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11606101.40257313,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11613449.745969478,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11617856.815937445,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11648587.934694389,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,11678761.393841984,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,11680596.006249694,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11703367.043265516,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11713731.121758949,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11714291.239370495,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11721723.634632198,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11728216.060634505,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11763713.79768594,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11848573.100334093,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,11852078.949466296,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11868623.960377013,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11868623.960377013,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,11879495.675595189,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11888495.58439368,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,11892154.793872828,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,11943460.44399562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11952358.807553187,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12002330.97507739,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12002702.856879398,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,12014667.31632845,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12036346.581373021,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12036939.45833205,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12176839.10855229,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,12207771.357165715,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,12238330.952622712,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,12337368.11733882,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,12387939.911377888,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,12392717.840305999,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12395415.687767928,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12427396.695396924,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12444426.267430529,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,12450794.126989204,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12498693.27259601,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12505801.799329294,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12515311.634822657,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12525118.301997168,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12626436.91800034,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12750111.009733638,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12766281.420638457,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12900629.111174183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,12909100.237387806,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12934768.151002843,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,13008914.376757078,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,13028470.698967135,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,13046151.947232269,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,13047993.82089792,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,13057467.859220605,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13114981.465341974,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,13297244.340382798,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13303190.129174532,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13332411.754560303,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13343224.301379928,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,13376204.87904267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,13379645.466068538,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13384673.053487387,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13420137.519545779,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13438548.211719135,0.1
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13521392.722765967,0.1
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,13528284.469058288,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,13577420.042540744,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,13597755.242017416,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,13704644.918294903,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,13738207.197155895,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,13748399.79779895,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,13791393.109840102,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13847464.652919287,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,13875381.073455147,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13920641.936549075,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,13957057.86291921,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14005372.224127764,0.1
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14035999.369199907,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,14166470.11963625,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,14194359.583311912,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14208230.508712634,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14208230.508712634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,14233587.024886338,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14239872.92862928,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14271768.693409916,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,14305302.48385434,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14392098.930373687,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14410215.108251749,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,14677536.609038167,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,14746251.19617955,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,15163695.593226444,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,15333934.153772756,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,15349618.91158041,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,15495370.799744172,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15531915.890733272,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,15569794.262974333,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15763619.688101845,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,15963198.443321202,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,16178075.231115492,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,16264305.797934163,0.2
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,16354209.632865038,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16360823.126987116,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16609877.380429262,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,16765423.88907863,0.3
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,16865463.49226075,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16974743.098845977,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,17062004.511895455,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17131297.74024653,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17284712.370817002,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,17372348.978191905,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,17402613.16830599,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,17690479.631374255,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,17697389.300702274,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,17697389.300702274,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,18054032.46390293,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,18268994.20063199,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,18658992.743906572,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18830212.052733205,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,19149237.884255093,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,20619472.862539425,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20845335.477805726,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,21628020.361733116,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,22019027.275026817,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23694649.751358557,0.1
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,29215610.954576433,0.2
