朝欢暮乐无牵挂,0,朝欢暮乐无牵挂，
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,14906495.577916916,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,14938489.011860061,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14956014.655493287,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,14994846.018442541,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15002321.85565801,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15002815.22494201,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15016264.791924663,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15049354.607649844,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15085798.032666268,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,15110149.047166213,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15119928.093100673,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,15236723.294472946,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,15240122.046191115,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,15298353.17007598,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,15330909.501864204,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,15335899.080111213,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15494385.529994188,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15552906.714831877,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15590225.038816288,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,15607382.382518275,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15626029.47295232,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,15731088.444081035,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15746930.541627903,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,15766411.961209347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,15840367.87914296,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,15866563.838832613,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15930423.085810017,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,15965830.260459308,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,15966929.480505321,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15980950.420517312,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15995155.659182772,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16017307.247567493,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,16041124.37523251,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,16095413.973779853,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,16100174.805315329,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16117005.513443004,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,16133088.719581993,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,16233648.337788623,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,16260798.452562789,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,16307488.404015139,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16320744.451775124,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,16378520.470699823,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,16402423.572379913,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16409918.418346586,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16425350.039573073,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,16464070.445177535,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,16482985.374216488,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,16611611.081719577,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,16767939.534747774,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16792185.849547535,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,16822084.850830037,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,16835236.144395005,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,16855759.832178857,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,16933803.846651413,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,16953543.502052706,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,16979277.747906342,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,17069436.004320577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,17115018.522126097,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,17159977.72504905,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17161508.037117813,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,17219367.17333195,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,17254860.792305287,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,17265249.315055043,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,17274594.228083212,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,17335679.49028389,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17337434.429263204,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,17473379.057439238,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,17519032.281609796,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,17571900.19495848,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,17621874.747224435,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,17642391.14606417,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,17647631.204045717,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,17680294.380766187,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17703065.289796475,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,17722082.803061593,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,17722082.803061593,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17732714.149473563,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,17784363.062685445,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,17807808.79998344,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,17880272.569831382,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,17948954.76985658,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,18017949.301020592,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,18040403.59918544,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18078769.31143835,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,18104477.023749836,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,18162089.773778636,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,18317612.146233894,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,18555108.553714868,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,18794309.011555072,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,18843902.174839627,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,18851185.722287133,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,18901434.927148946,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,19003834.24712763,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,19023891.22232673,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,19077767.357807953,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,19078612.59240288,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,19234228.114709742,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,19371143.11108333,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,19549309.537477802,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,19582219.69237319,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,19657022.68109352,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19779490.975386947,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,19956648.37719643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,19980574.379290406,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,19987694.394403897,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,20005376.414942417,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,20067161.798774015,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,20207052.22069083,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,20220062.27422727,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,20227013.385416236,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,20238089.130409595,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,20259430.113047693,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20738451.48327683,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,20800358.08183317,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,21336704.626367614,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,21438326.13079073,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,21452497.9545749,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,21502684.108929746,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,21563502.783805523,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,21648498.194677208,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,21944008.26067507,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,21996858.8949043,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,22374517.661326807,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,22466143.7151489,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,22678486.95900027,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23607882.250591252,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,23827060.101221744,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,24098101.49773127,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,24098101.49773127,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,24126033.88006493,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,24126033.88006493,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,24613650.19183156,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,24811050.73531866,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,25022370.877926964,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,26287192.3277962,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,26734378.02622026,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,27014076.393220868,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,28091526.667051032,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,30806539.28434835,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33798882.09995386,0.0
