先帝爷下南阳御驾三请,0,先帝（呀）爷下南阳（呃）御驾三（呃）请，
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,18919566.125948466,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,18920392.51784674,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,18947944.305713125,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,19064589.150412377,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,19071955.88314644,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,19072210.277551662,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,19102546.639309477,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,19104366.506671958,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,19190553.26997111,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,19239725.42610797,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,19240856.213903595,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,19321013.95015227,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,19402803.33078619,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,19407044.827584017,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,19426354.32878902,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,19461860.622959618,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,19462698.29601574,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,19462698.29601574,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,19512255.28248206,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,19561738.266056955,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,19622989.448893577,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,19722140.84747699,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,19787979.83975455,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,19862584.044411518,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,19896728.892399367,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,19946062.725672677,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,19991175.20740832,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,20136469.008708693,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,20192469.260432463,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,20350933.532964747,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,20465203.173790082,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,20465425.75840253,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,20479971.98668857,0.1
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20520465.753271174,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,20532676.215189613,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,20566692.85667803,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,20686424.738129348,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,20765949.55255503,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,20790351.163016837,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,20809993.526334677,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,20867524.755101927,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,20916811.149457715,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,20936021.10190477,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,21069244.480145033,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,21192152.737284288,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,21215964.590628356,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,21290201.478343673,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,21311639.30126796,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,21365510.77932479,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,21366351.260891877,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,21369632.83182672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,21453475.011979897,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,21474427.60249554,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,21508373.328553382,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,21972092.465800263,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,22011055.576899923,0.1
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,22074490.57183488,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,22076879.003446225,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,22100214.938206967,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,22110952.795236725,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,22288701.446722247,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,22350646.358673662,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,22372896.52311181,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,22434639.025032297,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,22456842.00128807,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,22458115.927646715,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,22565603.64595204,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,22565603.64595204,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,22838538.82678767,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,22895195.103537552,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,22954037.222171232,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,23054688.033463143,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,23081399.560259327,0.1
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,23101470.67166119,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,23176994.368426915,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,23392969.480479807,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,23507483.660905696,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,23584443.66017633,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,23688189.673128974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,23753797.63539996,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,23795073.68574189,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,23829840.696683034,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,23954466.50472539,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,24038415.5948449,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,24101465.965854205,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,24119941.017826527,0.1
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,24130367.595732763,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,24133678.916821126,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,24185012.573092703,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,24185012.573092703,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,24226835.678248484,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,24377582.306277532,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,24395212.212643236,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,24453052.040271677,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,24519358.16092669,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,24550210.71487503,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,24645498.808776777,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,24705768.852779828,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,24734891.695317212,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,24890393.55968247,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,24985323.96219971,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,25042447.254373655,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,25230974.100622512,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,25249896.413806595,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,25329173.268936183,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,25641816.934187405,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,25678536.13382561,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,25764981.25338978,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,25896371.282112814,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,25896371.282112814,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,26057267.358671617,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,26090271.498129267,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,26100860.43357553,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,26450561.088328257,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,26508963.3303567,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,26532129.28431654,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,26608076.178611882,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,26904251.576327696,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,27427831.723514672,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,27694204.09185213,0.1
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,27703867.295287464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,27868362.520540446,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,27926767.56841394,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,28011735.19156224,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,28113557.683454923,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,28530345.585772492,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,28565733.05453423,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,28581903.309958793,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,28793696.306194793,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,29370346.7949354,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,29612625.096618917,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,29860604.041243356,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,30034451.757455062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,30065444.306553125,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,31107381.191098183,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,33510204.865147673,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,33581646.41451271,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,34537961.803652234,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,49158509.88376117,0.0
