我好比哀哀长空雁,0,我好（呃）比哀哀长空雁，
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15243609.312573005,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15253992.566201765,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15254044.52611495,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,15256425.0683699,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15296000.495554421,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15306395.496042978,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,15322710.09917913,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,15364896.219985327,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,15440616.438938595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,15442931.586619033,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,15444201.945594888,0.125
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,15476068.421048665,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,15484733.184569249,0.125
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15500043.340981713,0.125
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,15510556.526876602,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,15523389.970957585,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,15587540.603651134,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,15627100.011568278,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15640153.329800174,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,15642630.632474313,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15646102.178698288,0.125
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15646102.178698288,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15682340.315629542,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,15703637.37353651,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15726838.949898861,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15773407.560192596,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,15786745.879906436,0.125
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15859520.034534505,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15879173.70037205,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,15897263.87974622,0.125
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15897640.154335253,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15962235.818633866,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,15976540.255020652,0.125
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,16100809.001269348,0.125
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,16104519.346351834,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16157207.176492745,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,16197222.397933803,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,16242678.944649257,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16242828.85574089,0.125
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16302909.476069776,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16332591.630605085,0.25
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,16374380.598641748,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,16398751.818272874,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16421233.563514544,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16455672.398501636,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16458016.243545758,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,16511623.257958218,0.125
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,16514950.123115506,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16580832.38630219,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,16599869.592720516,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16712336.321783952,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16795974.239095777,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,16941365.180216826,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,16963445.64336432,0.125
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,17079171.85671014,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,17141753.564653613,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17145876.960529342,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,17228657.866356414,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,17263150.908523284,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,17281493.26715389,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17452185.111483794,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,17472189.297770884,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,17482184.039370947,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17514668.524191342,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,17549550.780195907,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,17616872.37444705,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,17679492.26294537,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,17697055.497328445,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17701369.149353497,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,17727341.106679045,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17756167.70006636,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17951976.831866678,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17959542.103349157,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18000103.37222605,0.125
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18086535.588039797,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,18129636.15070271,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,18180672.91749846,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,18214564.34405972,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18328013.812754232,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18380033.411026716,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,18411070.863181263,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,18430830.260758713,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,18443995.39191199,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,18545839.036825087,0.125
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18742572.11687709,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,18782554.71103594,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18903092.014367823,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,19027132.92955783,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,19076453.2540684,0.125
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,19162493.597123817,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,19175188.15629683,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,19510761.170553762,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19547050.039398387,0.125
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,19628370.29125032,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,19636856.773478057,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,19896664.567655094,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,19975946.385841355,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20025655.799228538,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,20380449.096452024,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20552209.586108048,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20679754.74757069,0.125
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20723998.38570986,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,20771041.934767283,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,20871570.744478334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,21417436.634606272,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21623796.385411385,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,21905022.196195994,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21966741.570917122,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21966741.570917122,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22159360.55908299,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,22239690.447405476,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,22312428.08499135,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,22334293.76097135,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22484308.44910637,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,22774664.14162092,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22797553.90483859,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,22954631.698240343,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,22954631.698240343,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23294317.801374238,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,23320914.838204395,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,23702401.403709754,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,23722162.918340627,0.125
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,23920104.51419821,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,23973902.001619104,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,24170520.62182772,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,24207268.05742503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,24356302.241420735,0.125
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,24604068.548082054,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,24634609.03921395,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24639268.815108337,0.125
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,24717408.989960592,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,25525798.63000047,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,26169735.663485084,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,26851644.147506967,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27237942.385822233,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,28388669.826513473,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31723145.49231639,0.0
