身不爽不由人瞌睡朦胧,0,身不爽不由人瞌睡朦胧（呃）。
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,23883458.07891885,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,24038141.36518419,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,24153995.85500919,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,24197416.92605021,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,24213299.54516762,0.2
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,24326532.246670976,0.2
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,24343943.67346357,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,24381261.22233699,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,24477302.785992824,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,24572715.810421266,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,24625512.232858893,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,24663358.581149507,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,24673234.093489025,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,24753809.876944114,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,24808706.627501458,0.2
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,24872259.024541304,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,24878875.334934074,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,24889739.416506123,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,24928429.32741536,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,24948475.97894602,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,24962630.42205454,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,24966077.273184165,0.3
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,25037561.521997035,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,25070485.598483644,0.3
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,25095343.388983123,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,25221226.160675157,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,25293371.197104864,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,25477690.46903361,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,25612020.90366369,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,25666764.846485298,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,25778755.75977369,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,25799056.48007937,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,25822347.09138498,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,25826698.577352837,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,25882024.843455337,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,25927560.61888985,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,26226634.652728874,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,26274810.968912013,0.2
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,26448530.985014405,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,26461926.731713433,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,26491440.372116268,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,26720388.63529415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,26920685.599551354,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,26992675.571204215,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,27024876.56444892,0.2
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,27184306.893411987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,27538536.278607197,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,27602975.642709382,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,27711554.615733597,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,27730018.75606512,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,27774147.28655126,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,27799068.23416174,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,27803410.89464784,0.2
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,27869311.729796577,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,27969379.99330439,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,27977544.216919713,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,28070264.861443177,0.1
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,28090223.437835842,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,28205789.586637206,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,28404618.258227225,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,28546784.489039898,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,28634631.46214304,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,28994911.97218741,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,29043245.649027206,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,29111830.556289215,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,29228524.14896758,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,29588102.62699875,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,29665493.050577566,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,29665493.050577566,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,29850810.345669433,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,30225542.599631324,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,30239244.309293516,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,30264048.63752563,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,30288549.179499235,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,30298614.65820305,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,30362035.42703179,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,30520951.91509645,0.2
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,30543260.739038255,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,30599334.98333334,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,30692883.367189087,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,30710841.405963164,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,30743606.138180207,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,30848425.27748867,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,30900136.019705016,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,31006358.10690354,0.1
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,31058830.414143365,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,31066856.449756894,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,31129594.129549526,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,31244205.525341034,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,31329731.704791438,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,31684894.259569958,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,31752707.401956443,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,32043116.67584797,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,32179344.754641145,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,32196226.365053557,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,32270872.562095087,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,32726559.99972589,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,32833924.29346347,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,32934125.773687914,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,33095082.459008053,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,33142986.814769994,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,33589896.98651564,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,33906345.97149985,0.2
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,34117245.36992758,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,34317907.82801787,0.2
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,34327670.30335213,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,34647495.306249954,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,34647664.11055061,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,34914234.64647173,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,34988727.84482866,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,35248993.524099946,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,35248993.524099946,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,35722201.291873194,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,35781667.46742314,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,36048172.66013985,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,36391953.54659784,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,36449600.44428508,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,37009201.41433086,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,37184904.32114349,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,38606108.52507056,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,38627715.14087833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,39053606.38713433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,39345307.29336025,0.2
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,39474523.940729976,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,40406224.41290082,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,40632158.65580174,0.2
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,43679863.45913238,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,43772581.02605479,0.3
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,43982225.74367109,0.2
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,44241172.71810841,0.4
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,45084027.85152115,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,45084027.85152115,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,48577418.6086129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,48675794.61475761,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,52412908.2336739,0.0
