因此上发配到登州,0,因此上发配到登州。
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11469978.140725603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,11490681.508346327,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11502158.721130447,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11505739.094252577,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,11529425.779957617,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,11558867.709987948,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11562176.474237941,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11562176.474237941,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11571596.6483883,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,11600248.881721223,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11624536.279583354,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,11626175.029723095,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11636274.81568626,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,11643983.968567086,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11650240.085043114,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,11650896.914799007,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11652532.01758758,0.125
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,11684735.906620793,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11749050.397206733,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11780140.347394014,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11781911.9391962,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11811782.288137218,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11839229.031248767,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,11908444.205760462,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11948660.900600933,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,12008086.186013378,0.125
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12010026.508022442,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12013330.947876759,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,12123124.35832841,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,12185148.543011298,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,12188063.101628719,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12233409.797848815,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,12267934.108879862,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,12276432.00381715,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12309304.095555594,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,12321684.994841872,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,12361018.9390762,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12395468.781932846,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12433482.862547677,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12456472.198523207,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12500995.911466926,0.125
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12532596.62032398,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12538272.721551407,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,12540876.910400512,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,12542671.565665595,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,12545366.513858788,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,12545366.513858788,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,12576845.605707468,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,12586335.273503281,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12592270.473592358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,12610517.142932098,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,12621924.142807394,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12628554.61891256,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12874626.545748191,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12910584.846854005,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12935102.779620886,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12990861.726701349,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13004253.659764186,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,13030017.53958125,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,13067289.91399949,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13074935.55616189,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,13134284.158124823,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,13137871.150236864,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13159077.87918187,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,13180946.712692386,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13279422.893175542,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,13362949.580567451,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13400390.097792713,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13442352.068204978,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,13480498.097528355,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13499401.713458246,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13525107.210643414,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,13561459.263263889,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,13561459.263263889,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,13590023.488820884,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,13633290.213346925,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,13661904.781635026,0.125
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,13704873.665854013,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13806795.367021594,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,13902013.527079787,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13945872.96233999,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,14019505.056918554,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,14124236.893194422,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,14149027.48366227,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,14219229.771013014,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,14248294.97189094,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14295526.55296267,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14297611.397966404,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14302487.985188188,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,14317723.833948502,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,14513116.753959926,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,14561428.21206111,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14584546.018474543,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,14592792.999452418,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,14624172.593636222,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,14712568.493080167,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,14926888.918163054,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,14997238.605664158,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,15036709.545616992,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,15069669.132319024,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15208988.322185839,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15280400.810537945,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15418323.61348289,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15487905.0023609,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,15748752.120175006,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,15952063.970113881,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,15971905.497128557,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,16300116.18192614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,16434101.52071042,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,16438946.174363606,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,16711469.77453051,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16730286.068516634,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,17156753.696005374,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,17238161.313737858,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,17285796.7799618,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17426383.250366196,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,17502154.11770127,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17684882.17863632,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,17824585.15617441,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,18121261.39191587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,18189341.652147554,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,18412468.221618358,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,19008825.967646807,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,20015625.590021573,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,20312502.99902478,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,20609053.33195869,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,21085776.04521106,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,21396585.265463866,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,22718229.51101895,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,23001253.178399373,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,23757851.663284466,0.0
