娘想儿来泪双流,3,娘想儿来泪双流。
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,13469002.887862936,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13470535.97471258,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,13523673.678117555,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,13573037.781239636,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,13588951.57065883,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13652475.373872308,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,13693075.830904046,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13699029.61008578,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13722676.431257626,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13734165.213137608,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,13786048.776002428,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13810918.751460437,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13835035.233161159,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,13854820.72207541,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,13879997.488130076,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,13903978.221232744,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,13908229.245551703,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13918333.050051799,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13928028.60444534,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,13971028.224182779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,14061466.23913693,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,14086491.656140309,0.14285714285714285
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14100377.19409556,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,14104137.473395875,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,14138537.211108673,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14167401.031381115,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,14186596.667176409,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,14194606.059045529,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,14194993.565289773,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14216005.470914746,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14291915.586368227,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,14335191.973858621,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,14382212.724404966,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,14459237.130146401,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,14548437.442443168,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14570422.964752246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,14583614.07430734,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,14673030.228350138,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14728510.17368801,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14763025.417455269,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,14813527.405947618,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,14825891.188987304,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14835841.43631009,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14856541.823130833,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14899850.396529267,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14921494.25755928,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,14954228.858600488,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14975440.942451384,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15000460.092957048,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15002778.434984904,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15110707.551859688,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,15114539.956192503,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,15120072.668463346,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15120663.581509128,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,15156217.702471437,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,15167708.290217299,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15203940.45657155,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15245506.237614304,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15289364.092301402,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,15419266.483347854,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,15504843.581585078,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15563961.5475653,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,15579711.407532416,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,15613445.158070179,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15736398.772362081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,15784868.591953391,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,15835785.880412852,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,15932759.348244464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,15990666.043693094,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16000847.770127833,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,16094475.169611601,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16103793.446743557,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16103793.446743557,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,16141291.60358542,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16145490.362520227,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,16152728.97078272,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,16230922.376055162,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16291876.594162272,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,16311197.021323454,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16320510.166495038,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,16321654.469153278,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,16349234.485777372,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16371685.512629656,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,16461661.493867567,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,16475100.654221483,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,16575243.191553505,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16598360.559297139,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16604478.417330686,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16812729.8424755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17162823.06272589,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,17172697.755269308,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17176209.380587272,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,17207866.402251054,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17255795.74396193,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,17290470.56018434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,17299142.236182842,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,17352210.71615196,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17424654.387432043,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17513913.67984318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,17640375.610391278,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,17767220.639277432,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17798092.96266851,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17857627.166525006,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17874270.37585659,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,18037860.16254316,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,18154278.95476844,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18158389.776180767,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,18251608.423039746,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,18399436.885870904,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,18453281.911090575,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,18469873.363851354,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18566647.53429395,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,18685760.456078857,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,18834426.862254534,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,18839412.750515096,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,19046755.48330596,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,19552172.14412054,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,19642838.346562237,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,19695534.227437448,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19874096.682376374,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,19922792.812109523,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,19997182.887976717,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19998869.70667402,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20059402.71057225,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20320356.63070295,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,20360950.75849921,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,20390979.832054093,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20458883.943065457,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20458883.943065457,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,21314809.736841056,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,21770995.116880845,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,21866501.26936968,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,22035563.85749686,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,22420762.811819933,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22665917.812201016,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22681564.04378194,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,23178680.165845703,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23446867.319696777,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,23508935.910059754,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,23740464.486429185,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,23959773.304611802,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,23961817.66178202,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,23985573.680254046,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,24180803.22487618,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24803715.588666353,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,25312351.395478956,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,25756473.347523432,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,27441896.238741446,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27594132.013047777,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,30766358.746944454,0.0
