奴似嫦娥离月宫,295,奴似嫦娥离月宫。
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4736159103.8308277,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4736692687.6895313,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,4739459086.933485,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4760553335.2986088,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,4766156974.3758049,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4809692131.2892427,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4814602290.8617363,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4814973912.1622648,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4828223679.8620358,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,4840585302.7828836,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4841043194.3841066,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4868938986.512825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,4875971399.5606546,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,4913083424.8197336,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,4923299988.1639185,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4924153584.0713329,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4936899488.4566841,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4936899488.4566841,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,4940676011.1931267,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,4984819437.3336325,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,4985971622.7458639,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4986704853.2900658,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4986704853.2900658,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5008746069.6203098,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,5100665213.6299763,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,5105925938.1918297,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,5107964740.4287567,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5134361911.1107101,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5146189442.4571476,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,5146332218.2829027,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,5160900962.4274759,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5171852341.4829321,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,5180619200.6860971,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5193718785.5380793,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,5209026494.3094568,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,5233281353.5615015,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,5240938031.2659378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5283230893.659977,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,5298149335.8916321,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5330467344.8683233,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5346984797.7087078,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,5359838890.664712,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,5376602390.7060213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,5390561248.634614,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,5394585265.384059,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,5412343920.7718039,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5430226325.4383745,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,5434563891.0816269,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,5448458320.4624872,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,5461562107.9470797,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5473276806.921628,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5485847727.4948187,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5494603642.5017033,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5502821316.4835262,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5526603824.1557732,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5527264390.1303701,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5531819911.7710457,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,5546714029.8681231,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5589580642.9557905,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5621369442.5016775,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,5625942946.6388035,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5635549869.0260849,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5640408677.520649,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5646368527.6631041,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5672343735.1584158,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,5703200541.3657284,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,5712139802.9863033,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,5721409972.6417856,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5724403329.0186834,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,5734858510.5523605,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,5746694443.672226,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,5750798509.111989,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5804631884.5537796,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,5812576286.0661077,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,5835331134.2306595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5862937799.6690664,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5866427258.3924809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,5897682212.0061903,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,5912438691.5925484,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5915381894.113533,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5919331499.5926733,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5937609422.2972202,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5939692217.2135725,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5944300099.9251909,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,5966866928.3727818,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5977302314.1272268,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,6071700470.6621323,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6108174496.896822,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,6120527254.7241726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,6199396159.2088766,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6228926556.056695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,6232125121.3223991,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6297313321.5597477,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6299087922.4053097,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,6307352869.459486,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6317403898.1262589,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6329187536.7242851,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6330551576.2843466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6366682110.4245424,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,6401851368.1584797,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,6435457181.7634287,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,6442130869.0453014,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,6460735925.2680168,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,6486228053.3931456,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,6520302647.4063845,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,6525155682.1685524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6549653229.56427,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,6572250874.8383579,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,6574120979.2370472,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,6621460075.2706137,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6632450494.8478622,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,6633865603.6456594,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6636957332.8688173,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6636957332.8688173,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,6683465215.1267176,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6689916699.2005825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6701660015.5240173,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6728810461.07722,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,6807109167.2308655,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6859745881.2557201,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,6860050696.8721447,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6889756410.4167967,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,6932152710.6879482,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,6949795287.8431797,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6952794846.6488008,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6962605040.7994204,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,7010019118.0460443,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,7010019118.0460443,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7031336425.7079344,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7213929240.0546846,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,7247112561.2981768,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,7253342226.0720596,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,7273039752.3806448,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,7280004464.8613844,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,7291433926.5500603,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,7292497799.6991835,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,7316101525.7696037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,7376903640.4012051,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,7391812168.1228943,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,7411390335.3204069,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,7490347699.1375551,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,7554092150.1711903,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7555970353.237937,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7567017595.4952641,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7584956882.4153376,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,7599814682.5379429,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,7660254890.3849831,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7670062400.4211483,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7670062400.4211483,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,7706840586.549284,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,7726064651.0560999,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,7752257373.243062,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7768356510.8294926,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,7837224542.6665373,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7914038065.3634319,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8052202517.988513,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,8074834933.8902636,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8165499662.2525587,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8317243244.2351828,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,8360235411.559329,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8382498785.7937269,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,8448699534.5058727,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8484306649.367651,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8502336886.4714775,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,8519234184.007741,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,8521688087.2633514,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8557166337.1844978,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,8715696958.7297535,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8732050591.0420055,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,8818256386.2513103,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,8830776888.3705597,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8840301218.0441208,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8850829094.4803162,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,8861041899.2793903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,9008395160.802969,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,9115872541.5232391,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9132448609.3307705,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,9166295211.6666679,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,9282638144.0965061,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,9373974477.2601471,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9383971148.4420052,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9409181648.7302971,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9743297690.3223858,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9772188541.493187,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,9777405294.9613495,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,9792507173.2164192,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9804961908.7494659,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,9950251431.782135,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,9985346303.5186234,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,10247684972.854504,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10335170802.11372,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,10409257178.482531,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,10430348350.914433,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,10441808903.619854,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10530216997.111412,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,11138475096.172327,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,12616528939.056744,0.0
