在潼台被贼擒性命好险,0,在潼台被贼擒性命好险，
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,7437288766.1282711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,7463184495.4935246,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,7463466847.2982178,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,7479097394.1539536,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,7479097394.1539536,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7489063771.3951607,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,7490873665.791646,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7496225216.6558504,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,7509061331.7373781,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,7517305085.1125603,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,7545212509.7737131,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7548026341.8514948,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7555822498.2308235,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,7567210331.4144878,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7591288032.273736,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,7595234331.4692965,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,7596014553.2723589,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,7621337383.1121531,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,7649020028.4825048,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,7672959622.1380415,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,7695160202.7970066,0.1
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7714841521.5097857,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,7723653040.3279247,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,7727282014.7541933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7741669095.9024878,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7746382722.2877426,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,7750552319.8821888,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,7782640705.2515459,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,7787474797.5209389,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,7807755713.4294872,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7831625136.9913406,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,7831952544.9361181,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7841063460.7293921,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,7861101184.0583506,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,7897818483.7901373,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,7911991758.13692,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7930131006.8589249,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,7951327827.4032869,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,8013406906.8108387,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,8021533368.0217714,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,8031331775.5563698,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8088402442.7622042,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,8103943919.4797487,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,8138433538.2541733,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,8145703399.543292,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,8174052063.1024714,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8180863315.3645334,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8212346865.9572277,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,8225406973.9353704,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,8225406973.9353704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,8237791340.7334509,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,8247788002.1207895,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,8254659936.8523026,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,8254659936.8523026,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,8271822271.5463896,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8331818041.2850637,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,8373281656.2022066,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,8375274933.5922031,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,8420324912.5242949,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8503548988.4165487,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,8552279313.8822069,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,8559534835.0498781,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,8585839784.6378498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,8621364283.446085,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,8698547058.6195908,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8773104421.8748264,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8782027749.2578545,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8846873893.8332138,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,8880603489.7025242,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,8908681518.974493,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8921899933.6654091,0.1
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,8952894425.8573132,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,8985293676.4845886,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9032243631.3094063,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9071618506.7426758,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,9136210626.7325039,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,9136210626.7325039,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,9177175965.8352623,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,9177378372.8585892,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,9235370042.9565392,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,9235514232.8862648,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9311339208.4495564,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,9348130347.3193302,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,9349497586.0220528,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,9353052740.5598907,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,9397152116.6795387,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,9411080692.0829296,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,9463335734.415659,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,9482841603.5210533,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9520460151.2772198,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9524990473.3263855,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,9599603462.6810932,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9624282639.4068928,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,9660824220.4267025,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,9667103258.8926601,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,9692913768.55826,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,9764621069.545332,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9774701657.3485413,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,9775709381.5912647,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9793061553.3276558,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,9798958016.4905682,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,9805757809.1012573,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9819100517.3337994,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,9837607471.2947674,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,9852457908.0773983,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9854932211.8202572,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9860015633.6966934,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,9865009653.0676899,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,9899027630.6910839,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,9901982263.424881,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,9904425106.1063137,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,10014374084.336666,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10020345194.518814,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,10045152241.148794,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,10052547176.294018,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,10052547176.294018,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10091557791.874008,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,10115520128.281521,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,10127367188.556147,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,10196832729.766167,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,10251502951.928581,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,10301457548.998413,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,10327880391.869493,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,10331017542.226698,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,10331698506.387514,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,10353213806.56439,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,10446390275.430412,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10446450065.395706,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10458009142.280809,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,10471035054.89217,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10497585568.593761,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10516956598.039488,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,10566472827.158306,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,10597833402.163755,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10633830918.473202,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10713213638.655453,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,10758905189.818897,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10802330386.869131,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,10853432953.810526,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,10913982418.298052,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,10990703359.473415,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,10994552919.570681,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11041108573.846004,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11076281253.726994,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11117738263.927912,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,11186241328.789351,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,11186265956.77927,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,11251101753.143841,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,11297397978.00902,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,11393090105.538979,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,11438861860.792078,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,11495661246.362799,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,11595676223.681969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,11655122512.907894,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,11727976551.351286,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,11749809865.235386,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,11839003986.570658,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11873662228.34433,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,12261086618.709414,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,12351342282.549,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12440340407.673717,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,12623337758.781448,0.1
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,12933651655.799192,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,13036697364.053171,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,13115532372.108826,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13171293560.385181,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,13393901185.627165,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,13477337763.027367,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,13561899694.996199,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13619791783.739449,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13670641022.153303,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,13757976203.311203,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13877181556.606819,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13980236944.935577,0.1
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,14087328047.9681,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,14107464082.789484,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,14399422013.96752,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,14915935424.381306,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,14927466563.016939,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,15117043330.562632,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,15383054486.476915,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,15516116086.572432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,15637229653.054783,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,15717362692.815939,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,15777146020.846354,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,16129325104.982683,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,16135815376.866911,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16180419919.571501,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,16208073437.322683,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,16375303819.926588,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,16403659671.046343,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,16447215544.668787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16491932431.983053,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,16492027672.492897,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,16536463015.104204,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16973723546.881516,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,17047504224.540012,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,17089896684.391321,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,17352496580.942135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,18371589933.120186,0.0
