跟随着小红娘就能见着她,237,那就是来了我西厢带路的小红娘。
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,81661741.77772145,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,81746501.625776336,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,82131176.657872483,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,82319905.351978481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,82683248.887882173,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,82728810.126043543,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,82959674.227123544,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,83186716.623594478,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,83198040.875417024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,83248055.654980734,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,83786560.872859105,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,83841455.366140276,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,83873717.595998839,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,83876507.596067175,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,84036334.504425898,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,84220968.80423741,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,84239209.673733845,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,84266876.719869465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,84601305.653881505,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,84609893.21062164,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,84661755.299844459,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,84959410.589885816,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,85185450.300657988,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,85252967.347176179,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,85888611.683844537,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,85969678.332250416,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,86039698.147674397,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,86105214.751617923,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,86345286.159417316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,86525054.729393959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,86651656.783856183,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,86910173.021399155,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,86934754.361406863,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,87395453.258354962,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,87434358.036349565,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,87534809.308544815,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,87582006.901019245,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,87653238.528505683,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,88705006.478784233,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,88719113.645541787,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,88871397.509753674,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,89364763.11999768,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,90071229.088203773,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,90639478.848733723,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,90723851.690305501,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,90971588.821283504,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,90982577.027876973,0.09090909090909091
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,91172561.955375612,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,91867939.939152986,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,92291429.945883885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,92592074.855982065,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,92759543.044418424,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,92914763.838518679,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,93407308.719884157,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,93693342.518702894,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,94151860.550571561,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,94162492.761111796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,94182684.515224963,0.18181818181818182
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,95072783.058246434,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,95224393.923718959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,95417274.088220879,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,95439667.910599604,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,95887455.868062928,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,96625237.668749332,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,97063779.969060495,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,97456306.853260621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,97980698.899483994,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,98085371.494281352,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,98156275.568670496,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,98392778.19702895,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,98913913.00212124,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,98924490.107849523,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,99505991.335526884,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,99576675.048679724,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,99654318.278977692,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,99655031.000202164,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,100059776.45346685,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,100470520.4591687,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,100480879.66493744,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,100934036.01562294,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,101026880.77243486,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,101176478.22032581,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,101286292.96791263,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,101755787.59387811,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,101786316.49188824,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,101827721.70984827,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,102228909.87272723,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,102925839.28632252,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,103039343.99465682,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,103052552.1217019,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,103726098.99810424,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,103815376.98660256,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,104386380.63505593,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,104741978.21395841,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,105708352.28024739,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,105719036.44067866,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,105910543.46086401,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,106478945.38517201,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,107314426.34888461,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,107756408.08402406,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,107882857.66711774,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,108110507.37979102,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,108221948.7648854,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,108769986.23688006,0.18181818181818182
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,109377136.51031463,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,109533982.10058463,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,109670761.79228199,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,110071863.84343742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,110822489.66380356,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,110994917.82501626,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,112009481.05466431,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,112214750.18206643,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,112536855.73244075,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,112758500.56019662,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,113483682.25790057,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,113491141.95580529,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,113562739.26180321,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,113731866.74185549,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,115064503.17671263,0.2727272727272727
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,115577034.64597057,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,115909365.42991696,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,115991815.69298309,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,116502583.53278592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,116640736.55300759,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,118969563.64796895,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,119157146.68894027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,120124602.91614209,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,120827053.01208405,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,121243419.63062748,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,121495330.43907511,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,121500371.57190478,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,121547134.44610807,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,121887182.67072712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,123168117.31533328,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,123918581.73473187,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,125238456.61250353,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,125817906.99248594,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,126209053.96814367,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,126249895.66044651,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,126526802.5447908,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,126591716.36168666,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,126697074.37597357,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,126717765.4874841,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,126786018.21762697,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,126981552.05818862,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,128614278.9499034,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,129889266.84984724,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,130320580.07749306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,130809874.44226852,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,132366895.67471319,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,132510909.65194139,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,133801244.19043735,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,134584637.31461862,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,135024683.42697921,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,135449529.63744614,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,135769076.30417818,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,135951324.98794922,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,136043402.9614366,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,136217779.42948082,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,136636919.53024882,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,136742492.23102432,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,137925213.75190729,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,141089068.86621624,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,142139302.50359985,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,142139302.50359985,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,142516629.65455788,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,143205286.98118529,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,145056501.70587942,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,145114403.77685618,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,146817842.12630719,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,147509033.64001983,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,151593118.8896721,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,151593118.8896721,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,151848206.73345113,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,152166133.63462976,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,152166133.63462976,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,153774653.75099692,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,154624349.3839314,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,157427963.10195845,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,158251761.84578159,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,158464713.35717833,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,163021191.88236362,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,163447454.89346141,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,164554670.71852624,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,165221830.19082719,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,165630598.94992569,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,166101931.15313956,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,166254527.70086655,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,166714654.47747865,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,169629703.78353292,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,174803995.3855893,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,175075341.9468576,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,175081808.59778735,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,175081808.59778735,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,176628932.87396839,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,183713968.76514822,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,183713968.76514822,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,184366189.50212651,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,185634425.68556389,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,201915701.39123103,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,222898488.25542271,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,223846221.9216207,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,228943953.36741263,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,242251143.49530059,0.18181818181818182
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,242580206.7706686,0.18181818181818182
