只见他一封书信握手里,0,只见他一封书信握手里，
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,844054077.46968186,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,846207317.00196016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,848046112.04864085,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,848130868.78529513,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,851241819.22472084,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,853269769.35675776,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,858076884.40892136,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,858350678.84964943,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,861577074.21513641,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,863220171.05288398,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,865659370.69299936,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,874026969.4475106,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,886485746.84501624,0.1
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,887915616.9999485,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,888175943.03926694,0.4
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,900317264.42929494,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,909739303.744995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,914790392.209535,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,917078312.59294474,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,917081998.32637215,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,918001130.69685996,0.2
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,919230313.51593983,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,920382359.76089287,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,922764064.74845791,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,924642521.77948594,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,925890625.59102488,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,926861272.70953512,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,930900415.78135359,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,930991485.87633216,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,932520916.24056602,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,934006413.17597818,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,950307630.32099724,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,952309046.89408839,0.2
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,959242325.2413919,0.1
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,967772722.60183108,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,969722775.02866149,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,974349200.64402211,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,979597083.90832591,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,982326961.04405999,0.2
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,984965363.06871665,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,985324420.41067338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,988836536.35877728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,996117838.72832942,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,996284004.6000222,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,997280557.30771112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,997861996.11607182,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1000121641.3005306,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1002714256.0584054,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1002714256.0584054,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1005876565.8657874,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1017476697.1014447,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1018007469.9315505,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1018229476.7769551,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1019646312.3245775,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1024855702.4689674,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1032273130.5034454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1032855894.1580857,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1032855894.1580857,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1033546600.7603178,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1037478663.994238,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1041251929.3688083,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1046372547.3469567,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1052327171.9008952,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1060859338.224704,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1061553316.4611139,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1068905269.3597685,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1070618526.5446246,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1078235003.8528397,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1082403168.4782169,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1092113304.2269869,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1093368356.8379138,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1098050681.1668642,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1098614676.6695249,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1106880192.257287,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1110935392.6100504,0.1
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1115322247.1356194,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1121354844.9408302,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1126898521.8611629,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1130985449.0695162,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1134882146.6931779,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1138010424.5696111,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1139777858.7063656,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1142485794.9478445,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1147979116.8592117,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1150406900.9533749,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1151207733.8390167,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1183205391.7762396,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1185996535.0765653,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1187921620.4530835,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1194859147.5593717,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1194930173.6432345,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1200105459.3594024,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1200563796.6842375,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1201897002.3143978,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1207825146.1731503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1218446691.7242181,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1230138760.9779644,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1230956722.1813929,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1233066526.7933657,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1238737926.1605828,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1242701594.4519603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1242789059.0411649,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1245608580.4309027,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1246626589.416218,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1247751862.4939821,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1250308918.7069504,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1256109549.3447902,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1258558296.4609263,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1260240816.8679504,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1261938101.5339353,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1267115241.4359558,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1270043195.2371655,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,1278907383.5677726,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1279716182.3388772,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1283930807.3959613,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1294291927.2249498,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1294895762.6763546,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1304959845.345206,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1308888924.6667557,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1324909121.0071354,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1338956579.6389196,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1338956579.6389196,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1341402109.4171319,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1347230338.115093,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1349718592.2150822,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1361063253.7193723,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,1362180336.8213468,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1374689954.5842855,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1378373118.3544505,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1393492472.9617608,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1394726570.6013689,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1399908681.7790487,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1410628657.5319567,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1411941559.5529163,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1430101875.2035265,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1435585059.4879177,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1437509898.6135359,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1438627077.2076471,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1441049190.3738358,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1449098361.2465489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1459608563.1105161,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1463595955.241199,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1469306347.2067671,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1479593357.0984032,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1506942064.3769121,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1509103496.9616284,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1510626328.3033366,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1515227105.1521015,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1517744144.6316557,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1521143312.122992,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1526053547.3818674,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,1547783250.3769329,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1581531881.0849261,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1589700404.4361768,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1590554663.5236418,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1592479125.965667,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1594697654.5141034,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,1613500774.7879057,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1622398902.0751393,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1633793282.1227348,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1653813894.8240292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1656649670.5645571,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1657528610.9627185,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1664923571.9308519,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1671764621.4202731,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1671764621.4202731,0.1
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1758204739.7172992,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1796257827.3551908,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,1837778688.9371119,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1852219238.8090849,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1868620760.4160309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1883437743.7564158,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1895777490.8974855,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1895961675.0700951,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1958937988.6935766,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1961342165.8110409,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1968529816.9086637,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1971419007.366627,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2005950802.110522,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2065669962.0882294,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2065669962.0882294,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2072438275.6167696,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2100220777.5362294,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2144507148.0848417,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2210173738.6537566,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2295313011.964056,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,2345734456.1828303,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,2417925697.8890095,0.0
