自那日与六郎阵前相见,0,自那日与六郎阵前相见，
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,30066202.160467148,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,30100391.990240403,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,30150675.007389229,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,30153612.810377449,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,30420673.984806012,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,30429821.11324786,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,30487492.001794852,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,30487492.001794852,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,30507049.708073918,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,30551403.884546276,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,30591130.312807284,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,30747830.019920912,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,30767864.105932597,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,30879383.062723175,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,30920972.919507299,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,31027764.896069299,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,31072008.822360277,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,31098053.170232695,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,31182774.76300494,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,31184831.165901143,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,31214849.193723053,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,31277431.801440395,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,31297061.582878999,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,31337742.927002858,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,31398760.836460575,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,31475863.392121963,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,31509923.284762219,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,31532972.409587245,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,31566451.260612451,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,31582846.913560525,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,31597431.076322593,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,31792948.683817215,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,31842795.958409518,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,31947579.674269624,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,31998784.42220965,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,32005151.460566849,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,32035187.490512788,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,32043613.989280641,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,32104215.771771945,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,32191840.903170753,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,32306988.549708389,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,32362294.497026682,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,32368751.954460517,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,32424335.494309455,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,32455756.033721838,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,32486681.956267755,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,32564537.880871683,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,32584031.632991798,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,32609496.592561241,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,32648860.404073492,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,32682610.313111428,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,32708008.104879662,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,32740633.760352977,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,32805209.899858151,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,32983165.430553369,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32999536.702446207,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,33067583.144066989,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,33076205.452938966,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,33116927.019348789,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,33129878.815965734,0.3
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,33162135.458829477,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,33330815.335719496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,33373911.916823808,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,33467335.584128357,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,33551541.872120745,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,33570717.91692026,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,33607048.875296563,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,33641326.279740959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,33658682.706601135,0.2
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,33757949.896867134,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,33760720.300268888,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,33778424.50490775,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,33793934.5868356,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,33946380.852110319,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,33946380.852110319,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,33987291.680671915,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,34227809.791581705,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,34276701.718517296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,34290345.312607206,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,34298937.101003274,0.1
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,34354336.84479963,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,34505350.219041832,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,34636499.46274332,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,34649745.411462106,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,34767236.632319525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,34813267.881762989,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,34881423.260754369,0.1
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,34969334.316905588,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,35024318.832385547,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,35076854.70784878,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,35286406.511016719,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,35293560.85225486,0.2
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,35366205.953621343,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,35417001.312172085,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,35449401.633417383,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,35496505.133853152,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,35517491.142405778,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,35546370.507545285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,35643721.181194283,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,35835705.264905296,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,35923631.875512652,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,35950175.566182934,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,36060486.191091098,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,36172705.507538676,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,36185538.231064506,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,36320356.614101298,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,36394117.493966252,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,36851148.067854203,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,36920921.338212416,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,37123192.47183983,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,37200517.960298024,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,37403115.230045587,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,37472222.040237337,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,37603478.376158781,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,37868235.539808705,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,37887549.407876067,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,38032397.308105625,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,38104584.295698822,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,38235692.89432551,0.2
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,38644354.044837341,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,38686190.729734428,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,38860410.766405009,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,38945298.268750086,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,39101585.584506556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,39286549.754822701,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,39317455.464275822,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,39339547.588483348,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,39387864.913648568,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,39387864.913648568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,39428391.887147322,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,39522896.511667639,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,39577533.206961602,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,39712538.469365008,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,39765746.690554649,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,39793838.791182742,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,39855484.106093042,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,39867479.727221288,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,39994534.003761046,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,40034792.012831099,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,40093737.056708962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,40285550.902105466,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,40580150.98150143,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,40609941.46846047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,40662298.428102009,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,40776793.723688781,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,41024769.256882861,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,41036617.577878937,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,41085995.858808443,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,41179421.78436365,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,41249600.945094883,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,41251313.744755335,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,41381229.712851301,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,41570226.752672717,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,41653603.947962411,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,41667273.691452041,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,41780189.896312669,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,41780189.896312669,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,41911139.774874829,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,42495179.841368809,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,42495179.841368809,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,42963625.692008182,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,43183177.926261686,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,43283629.869704157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,43315716.502782241,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,43652678.803095669,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,43956886.036818728,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,44143397.619382083,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,44434309.625592835,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,44477030.621756695,0.2
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,44624519.16912508,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,44817362.051178627,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,44856009.544587597,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,45370262.453735016,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,45525365.532537952,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,45704180.701031551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,46993585.320138894,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,47389178.382280461,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,47941402.310893372,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,48613307.313113056,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,49332683.303485304,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,49395427.034105793,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,49697744.626958802,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,50735411.826955482,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,51171894.728320763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,51549907.895224243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,52140135.809371628,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,52389897.325421192,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,55646332.138663076,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,55646332.138663076,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,55965989.249983899,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,63727442.808772378,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,64472111.411304824,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,74431419.485194176,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,86649413.771820039,0.0
