乾坤分外明,0,乾坤分外明，
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,820706756.87924051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,820975087.55755067,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,821987421.71967733,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,822325701.00230849,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,827984141.41973484,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,829609058.44069433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,833868034.13600278,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,838161417.91672647,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,838161417.91672647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,841530684.00601053,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,841548780.02269471,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,847388457.36471856,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,849453055.72838402,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,850253095.84890699,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,852322050.85771728,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,859911621.50287199,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,861363101.4672513,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,861421432.96574116,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,868920472.33087361,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,872339280.3889631,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,876892654.86998737,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,876971240.94950354,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,880168966.66817856,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,898976290.57417071,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,900632165.82612705,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,901000519.57569754,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,905884435.23593342,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,912631787.95099747,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,921836926.1113553,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,922319503.49242043,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,923338470.13066041,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,928473922.1945442,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,933749031.00915754,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,936498462.94225216,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,938074416.16968644,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,940219751.30290997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,940219751.30290997,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,949132499.3112613,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,951197991.78841686,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,951730068.38411713,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,952065800.8147378,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,953581992.88801885,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,959023008.34899604,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,959024039.33946323,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,959748272.22690976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,963450488.20306993,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,974205439.94101822,0.2
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,975549352.06980705,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,977061604.43953443,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,979126792.41404009,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,983342139.34870982,0.2
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,987356810.24366736,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,989508266.63505971,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,991351839.66199219,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,992902718.2867738,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,993189289.24079144,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,993657509.07840896,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,996048159.25741518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,997986947.11959648,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1001773800.9552695,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1010624668.8876932,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1014031002.6340085,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1019223601.4861879,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1027186998.4246672,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1031954256.1446183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1032415929.3587816,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1038696545.1027442,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1039299036.4637145,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1039379080.7980573,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1051167679.815532,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1051913389.8893323,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1053607190.6259669,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1059578769.9912277,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1066411713.656693,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1066844940.4344059,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1069428289.219388,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1069454406.5119549,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1082697917.2833953,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1094010234.4695306,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1095460585.7682898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1095765047.5291414,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1098585323.8348606,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1100095561.3187475,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1101134202.5265608,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1102179583.5910175,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1105656728.1523252,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1116345869.5427661,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1117508993.1317794,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1122688646.5348425,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1125882481.7374277,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1133700046.0289299,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1150381973.9858975,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1155582772.2224145,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1156820747.7554474,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1169088315.9222939,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1170329483.9932935,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1174231753.2536564,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1178629866.9284289,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1179686366.8008866,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1181638258.3609281,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1184042781.3554165,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1202086556.3606491,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1203125996.465467,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1205724434.5974197,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1206595485.0308044,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1207576296.468785,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1208241072.3771162,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1209999828.8905046,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1233806940.7660191,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1240441316.0907757,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1244440546.8236752,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1255465264.9864337,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1265271426.3087606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1272228396.3315771,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1272508381.9294751,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1277402295.3731713,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1279145358.8392158,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1279145928.5708323,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1283792875.1222277,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1284683981.9824173,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1285255902.0115457,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1295201862.2300172,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1295313960.3344228,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1299466531.1571825,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1302422924.5689657,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1304210002.2596767,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1307447109.7780685,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1310280232.866889,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1317072338.3220148,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1328533762.6499794,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1332302296.6126125,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1333412004.8706877,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1337077446.1391001,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1337134041.5526254,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1356957986.3438766,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1373524405.1214342,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1373524405.1214342,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1374638669.9121218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1386032078.1659067,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1391974373.3341303,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1396866442.5270271,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1404227921.4079893,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1405020332.3108244,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1410397556.8791232,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1410697401.6106987,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1423893095.8364086,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1426431272.0181446,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1426820831.7242556,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1434950937.3845797,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1448620004.8727899,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1465830234.1475043,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1478574875.4788859,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1482056853.3352444,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1495870027.9974365,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1496969702.863348,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,1497168904.2233121,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1498936258.6658189,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1509757669.1727293,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1518774601.2259336,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1532727848.91802,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1536967953.7681291,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1544550872.2096958,0.2
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1548139745.6501939,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1553680576.6159852,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1571978346.1557205,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1587146499.5300727,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1595225214.6834116,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1609106390.066237,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1610114168.7312822,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1617715903.5158572,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1682645848.3242784,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1704002623.3760214,0.4
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1743738843.306222,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1776006861.0932882,0.2
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1776038276.8689601,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1780908243.9329629,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1791985174.1524742,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1809105200.915503,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1849611636.9267707,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1909025895.2712874,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1932936372.2309742,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1984381807.1924863,0.2
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2092629016.4785743,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2140420932.0842075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2141751284.8164165,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2151184015.9282055,0.2
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2183429221.8276443,0.4
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2202878592.6316442,0.0
