轿内的人儿弹别调,32,轿内的人儿弹别调，
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,419243480.59249902,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,419489863.48878539,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,419716893.15328276,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,420826532.4617421,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,421785580.6647712,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,422143403.42585665,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,424702696.54100686,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,425096036.98047489,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,425444494.63423246,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,428236957.83816493,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,428421112.87651604,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,432856336.87684351,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,433582838.31359869,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,434621348.5477708,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,434902298.45096433,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,438278493.93180144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,438942438.24368525,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,441518732.66384196,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,447363654.62927437,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,448924372.41410232,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,451300651.98066396,0.125
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,451510318.30059159,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,451538428.36458081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,451738753.88311565,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,458123561.44489747,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,460589335.36710274,0.25
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,463622765.56650174,0.125
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,466785955.00260293,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,469623399.04372472,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,469772621.24806339,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,469931494.87706095,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,472734251.03064138,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,473083533.00223285,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,473253164.3411113,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,473583720.73626232,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,474618139.79098213,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,474912845.83697194,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,475675780.47036874,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,477593841.9405598,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,477593841.9405598,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,477804341.37539196,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,482315039.07798547,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,482468859.06902927,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,488230543.21644694,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,490981916.25683469,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,491549384.69484091,0.25
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,492655027.05892104,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,492681983.89071053,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,493297816.76604253,0.125
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,495419655.39205909,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,497474101.91157681,0.125
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,500871283.28450799,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,500960281.72993338,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,504714694.1365878,0.125
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,507079726.75750625,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,509021742.23919767,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,510966560.44754273,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,511271792.35158843,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,511825937.62251431,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,512201791.05983967,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,519751032.90388721,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,519985909.50875419,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,523355782.95100909,0.125
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,525301012.58767498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,527803694.39871556,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,530651413.95635206,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,531746499.63551664,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,532507578.57659256,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,536351292.81876266,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,536593762.4286235,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,540935475.62707019,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,541454159.63475907,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,543739029.80744016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,547730019.27271867,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,549399420.14221883,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,552393968.66385305,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,553033216.07901895,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,556102909.52330089,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,556144129.74978554,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,556654311.66358197,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,566954289.93887079,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,570445085.53625226,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,571150045.48595107,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,573823234.37911987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,580999791.30286372,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,586549654.84757996,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,592054549.09386015,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,598658524.81695497,0.25
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,599390689.97349834,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,600069577.64259148,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,602701289.67984593,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,603418127.30390167,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,606574261.3366462,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,608767510.49086201,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,616660361.82940054,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,620162038.64770925,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,622822868.89280045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,623336671.61295354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,623597168.12481463,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,627188026.35755348,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,639959522.24148524,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,640065499.05040407,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,644027954.7832998,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,647725605.88470447,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,649072344.94164932,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,658561229.43622684,0.125
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,658568178.58420956,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,659136215.05728221,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,660440381.21921575,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,681747302.34102058,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,687410820.78029633,0.25
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,691345490.09658194,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,700824961.14239132,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,706033960.4616102,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,706033960.4616102,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,713542360.56430459,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,716553766.24291945,0.125
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,719523404.2504524,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,719972009.96042025,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,722437455.44047832,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,727221920.74441564,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,728966559.72785079,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,734882669.06152511,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,739667346.18966162,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,769964868.29746139,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,789617529.44526803,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,800353055.82302392,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,834403699.59313667,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,879909436.66646302,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,882105804.2283169,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,960257085.77804828,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,962194552.96387112,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1014008715.8511262,0.0
