观世音满月面珠开妙相,0,观世音满月面珠开妙相，
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5549641720.0348425,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5569467308.5967751,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,5581059716.2463827,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5594038434.4791851,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,5613898630.3747778,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,5676382788.2297983,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5683908348.2201929,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,5687474429.9113646,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,5763924330.9624119,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,5789490162.397439,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,5790751511.5195198,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5814386047.5121965,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,5831121994.2932758,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,5839235629.2322073,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5844724920.3179274,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,5849604163.6955528,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5852707697.5795794,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5855696752.2341852,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,5860643809.4779329,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,5883736228.487009,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,5893708943.9627495,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5894138175.9808512,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,5900097492.9115076,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,5918764746.2906895,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5947721531.7729225,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5960606473.311903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6020991771.3249855,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,6022438192.7963686,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,6023592473.2179775,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,6063874007.1333485,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,6077595184.6588001,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6089791042.7275887,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6101849902.684844,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6113903249.2370415,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6181828544.538168,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,6202598743.5605001,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,6237140072.6369991,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,6244855102.9449215,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,6245484598.8631153,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,6259370936.3639936,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,6259370936.3639936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,6263281256.7470026,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,6283951640.9689751,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6284050641.213727,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,6292396347.9041653,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,6311881316.3627758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,6355143989.9879818,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,6355143989.9879818,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,6357073952.6510544,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,6365194671.9815207,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,6375579567.7753162,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6388596271.7138319,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,6390810048.3089409,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6415831958.101511,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,6416336700.7469969,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,6440800067.2058544,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6462023579.6049213,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,6509013276.8887968,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,6509822183.1497211,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,6543233579.5008202,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,6572718662.0033722,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,6577125317.9214201,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,6604677916.2930756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,6608601729.0353355,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,6650644268.3134966,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,6695346259.6531668,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6721509198.3263874,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6749424827.2900782,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,6807633631.3418484,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6810376516.2764854,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,6838217125.2561159,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,6838217125.2561159,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,6883368201.663435,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,6952155875.8827896,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,6964270314.0149155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7006398677.8599529,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7054715010.8682442,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,7064566003.1756859,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,7073896265.3027811,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7121506154.3219557,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,7170966679.3346682,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,7182529749.073493,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,7260815638.4271421,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,7290629110.194109,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,7317188069.7560959,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,7338879371.7506313,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,7469464184.4009743,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,7482997960.5831194,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7522105896.0217447,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7567832098.2353687,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,7601754938.4079456,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,7692000874.4984016,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,7708004018.2654009,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7712849107.3175125,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7712975827.8300066,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7729987864.9515162,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7732147974.6636209,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,7770878455.1263924,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7858589406.8527937,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,7869734816.7530222,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7880660955.6745262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7946230666.2315083,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8004117596.4935932,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8043019674.5616608,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8062269554.0041828,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,8154158107.5429316,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,8231549306.5253439,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8295133800.4785337,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8298070470.2782927,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8380919859.0026407,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,8420065746.8012667,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,8470162090.8053198,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,8480720072.8891039,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,8568289091.3503008,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,8588996123.1873741,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8617724084.4533272,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8626832931.8545761,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8697265388.8492908,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8697265388.8492908,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,8705424097.8879623,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8771978398.1182327,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8785875986.5806637,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8828694905.1714325,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8840474239.6777668,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8861231649.354393,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,8877575575.0132236,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8908936057.0620804,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8943351501.2449856,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8950059213.2322273,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9027130929.6412334,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9094142529.5895329,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,9097526486.0367565,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9112095067.610342,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9150119232.9993744,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9153454694.9789829,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9204904327.4700127,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,9325773492.6831665,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,9390439846.1104946,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9622761379.2412281,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9647295406.3809204,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9663331722.9032936,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9663331722.9032936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,9710352355.4959698,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9761263503.2298641,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9785512970.8033047,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,9840917787.1039944,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,9890656434.5568695,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,9899575901.8729076,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9927109074.1144791,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9932107094.5738468,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10020018107.451359,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10219191042.912043,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,10343399128.891052,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10484840079.019056,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,10493948858.991135,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,10538989339.989264,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10661344533.489044,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,10679687801.467005,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10735828693.414574,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10794274795.37265,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10852201717.421503,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10911994160.324152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10913042159.930281,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10934705484.077332,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10966222743.239405,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,11081229633.03059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,11142179407.993248,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,11173518840.252335,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,11269548056.254227,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,11286640547.600687,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,11296882838.095577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11420853602.760002,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,11461044978.288504,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11520956167.629265,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,11662315125.076929,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11693844365.413748,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11817562798.762928,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,11819445636.646908,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,11819445636.646908,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,11935208474.615738,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,11951399957.799181,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,12338087176.308069,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12374872419.648516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,12595631115.710215,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,12993670693.275,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,13114524946.947281,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13282581240.168636,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,13421034809.178617,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,13544018706.435621,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,13850318617.460188,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,14097597103.484774,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,15584893815.985651,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,16108273293.462076,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,16521168661.931131,0.0
