辛喜得珍珠衫称心如愿,0,幸喜得珍珠衫称心如愿，
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2100948462.6785591,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2110588093.484504,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2121449006.1931114,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2126760612.053766,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2128169988.0256243,0.1
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2133580888.3898997,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,2143803958.5981302,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2144157771.8556323,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2145842600.7467837,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2150682606.7264266,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2158115654.2817421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2162322259.4589901,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2165037994.7686901,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2191456902.5317249,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2198886544.278244,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2206082661.8494687,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2209493611.4023752,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2213217736.4276824,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2215768536.0397811,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2226669154.2527885,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2242681114.3479004,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2270839766.0702009,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2274153902.1550426,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2283452251.9756246,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2298571372.6994085,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2305090049.4965882,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2305520541.8971739,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2308592057.3479199,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2323268900.9877348,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2324086665.7422404,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2324485421.3138366,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2327476818.897131,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2337607752.5995917,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2340309340.5464044,0.1
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2345788313.0828824,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2368070747.5548043,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2371228956.5695648,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2375402043.4275126,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2381281496.098001,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2387359299.1188593,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2402958338.0755687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2403805111.4671888,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2403849931.6806602,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2411596282.2767839,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2440104417.3840456,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2440104417.3840456,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2440663254.0630379,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2443411504.3926477,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2453359343.8222132,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2458066466.6556473,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2470029227.7863622,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2506058387.6776781,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2507454048.1629295,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2524976863.5405421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,2529811078.8202076,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2530070662.0236111,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2570272533.6936049,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,2594569806.0119939,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2598711763.0849881,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2600661219.4150114,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2606123084.5255713,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2607005088.3081975,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2608068059.570199,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2620659556.9462757,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2622291005.6703372,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2637553821.4822288,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2650289719.171319,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2655230271.6984711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2660767859.8476677,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2669237982.9660873,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2676495699.9722614,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2703450579.9294381,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,2716876286.124351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2726598994.6862755,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2743302553.7314868,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2753629531.4170966,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2766611868.3159995,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2776643974.305109,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2787484262.6236472,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2787668521.5519519,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2820291033.8665929,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2830558535.0693889,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2833255729.3488989,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2860526812.7626967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2871763061.1333075,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2915694204.202898,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2942638699.9577155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2954225523.5627322,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2985395289.2084751,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2996549708.9969416,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2999721902.4417424,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3040462348.5238471,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3042818629.0439153,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,3042948207.561933,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3050733513.0426016,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3052260689.1709895,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3075689513.0269599,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3118652086.2125134,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,3122040375.0180702,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3126411599.3899722,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3136135494.435751,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3140864378.3872423,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3143741098.0726929,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3143741098.0726929,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,3168620885.2303705,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3177910237.2568469,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3185729690.7654667,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,3205325014.8443751,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3208567431.5496778,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3223744096.577724,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3239328472.5678725,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3259048220.3590746,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3277826332.9495516,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3287283748.8643384,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,3344316220.8458347,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,3344316220.8458347,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3349925045.8239889,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,3352415750.9701962,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,3365223174.8828001,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3365393871.2301059,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3369730405.7055063,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3391258331.6240892,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,3392975795.4855995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3406182829.7462683,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3406182829.7462683,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3409112779.8792772,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3425430177.0197034,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,3457113064.5983615,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,3457113064.5983615,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,3478181398.7727957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3493858623.0040278,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3499055678.0713129,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,3505765045.0914011,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,3506896635.5605645,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3520799295.6004419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3522743428.5915375,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3526048931.961195,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3534413268.6412129,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3537183950.4381757,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3568940769.1826148,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3568940769.1826148,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,3583419899.3729162,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,3661868335.5855589,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3699703015.5166993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,3706416438.8717012,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,3733867636.0975561,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3742389226.1536231,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3761328514.7779446,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,3773388354.3646922,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3807229269.1647749,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,3816296907.8512645,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3821639821.2455869,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3829249139.3669157,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3836192719.5723691,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3877335822.0549326,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3925622948.9501786,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3927450391.5130134,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3946122814.5453649,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3978040199.7321148,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4069009536.7394857,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4077408567.4588547,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4104231134.3804808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,4106830714.1777244,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,4108744549.019208,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4130217003.4875345,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4211256001.587914,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4232857080.6837907,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,4273398571.90626,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4286171193.1613216,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4295065340.9699259,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,4399260052.1551514,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,4407827552.7485914,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4455489844.4086227,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4520803471.9236202,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4580501853.7939997,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4679694272.2142076,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,4772785949.4812603,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4853639622.2779589,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,4883307035.9152069,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4925701810.6419535,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,4932307172.8428907,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,4949114501.9506855,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5030407612.4006815,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,5153760980.8592415,0.2
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5194914614.1704893,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,5240536736.9052811,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,5427537897.822753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,5431425008.80408,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5586245852.8219109,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,5654617977.822278,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,5741346996.2998257,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,5847487876.2331944,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,5982990874.5139809,0.0
