叫张生隐藏在棋盘之下,13,叫张生隐藏在棋盘之下，
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2411371245.8421965,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2417184302.1779165,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2435339667.7679234,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2435352171.9306145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2435474125.7333307,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2452182593.9445453,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2462302440.1363192,0.1
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2476317346.5896978,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2483247024.2611303,0.3
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2494655708.1768575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2505061827.3985467,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2510365024.562664,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2513329982.7623553,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2518347097.9094853,0.2
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2518936691.2205772,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2522257834.9830794,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2533214852.2444615,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2537625064.1272578,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2544942672.2503982,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2563039056.6041451,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2564497141.2677784,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2570575534.1943879,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2577336464.9781356,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2594651620.2905931,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2594789356.5304594,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2607673401.8093529,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2608324865.1217294,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2611804421.4838662,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2625492953.995276,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2642834375.793148,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2645718527.8098049,0.2
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2646213299.4496646,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,2657383168.2596216,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2671446354.7597065,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2673125132.7304015,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2673547563.0375175,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2677591943.5533047,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2690352375.2024455,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2695367410.4004159,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2700850421.9023252,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2701767420.5155373,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2703449865.6682677,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2703719178.8527322,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,2713338534.9734607,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2721832020.2814379,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2729608877.8573651,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2757153785.7540455,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2763339277.0046573,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2771500891.2144547,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2777275202.1167693,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2777652626.8526211,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,2788980302.5425382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,2791173718.4929767,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,2801318002.9902382,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2811614858.2106013,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,2813254665.8653927,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2815699344.4062738,0.1
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2824519173.6145282,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2838217911.441268,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2839695752.7774186,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2840141548.9456062,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2848927672.871635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2854049890.3989258,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2865698314.4874706,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2867131973.9913764,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2876306214.7924657,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2877732455.1512561,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2883212942.8764615,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2887040148.6649847,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2887585509.0387044,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2889531787.0400777,0.1
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2899634931.6773777,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2900471027.4412951,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,2908321529.0382442,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2911554100.5513887,0.3
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2913689640.2069168,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2917827034.6685615,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2920381052.1366525,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2922141652.1107559,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,2930031849.9742565,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2934109739.3537531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2935985437.6918168,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2944543890.2897396,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2954569721.3686094,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2960834820.3158331,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2961674814.5886974,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2975498616.8741121,0.3
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2977520473.2170506,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,2978581882.2210841,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2989245834.720603,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2992657642.0898948,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3012048338.2410312,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3018965099.4216061,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3019023476.2330885,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3036252892.1432638,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3040719346.971015,0.2
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,3046636158.4092102,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,3051339029.5274634,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3062341203.8272262,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3067857145.0314584,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3078557411.0618072,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,3082403666.3889551,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3097517215.2789779,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3097520762.6746569,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3116602109.8564849,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3129392275.6836629,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3135578881.143784,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,3141378081.9938569,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3142994061.6920667,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3174262451.1357622,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3174926162.7567859,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3175643287.9803948,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3177173215.0370789,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3179135070.3375816,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,3184052587.1527557,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3198856770.2127142,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3213493841.5061831,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,3222866348.822628,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3233081285.9337292,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3246440207.1869388,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3247390986.8454571,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3269999923.417614,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,3270384510.7889562,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,3279478474.9596815,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3281485874.1755862,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3295950867.0967617,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3298135204.8784337,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3309886686.776773,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3319081851.3985949,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3320268830.8125052,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3323546530.9569855,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3336790794.155304,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3344325523.9839878,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3378596894.0569959,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3403358220.062417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3411018726.0037241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,3414210433.5507116,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,3427534197.9600215,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3438822698.1669283,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3442370083.0559139,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3480345397.04285,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3490216813.7235308,0.1
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,3505414349.3931026,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3510736562.9179778,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3532566062.6509523,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3536798220.3807826,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,3560221469.0502539,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3567586907.8478241,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3607370490.6252522,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,3614315535.8053102,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,3633175331.1592717,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3633200607.4914913,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3638421853.9156661,0.3
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,3641439252.1384926,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3650594582.0504618,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,3678343746.1487684,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,3716390018.6826358,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3718461900.1102328,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,3726409593.5770178,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3731085708.8869166,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3770637218.8249068,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,3797106386.3482585,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,3817015053.0182724,0.1
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3818175039.8853555,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3822915361.7254114,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3824217989.1738687,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3879118395.8732743,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3889923045.9061713,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3907169058.6308117,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3908833525.6858749,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3936230642.0629954,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3950341848.1062737,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3951784182.0797825,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,3962629337.4672556,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,3992639805.4762006,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3999063513.2964501,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4028487897.0689816,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4028487897.0689816,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4073517809.226707,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,4179682893.6232572,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4201552180.5714645,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,4205147223.6843762,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4226653687.4350667,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4297774061.4925957,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,4532808097.8707047,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,4542779438.804472,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4577447569.2507162,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,4623542472.5420427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,4699891868.0569773,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4767329034.4617796,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,4776632207.6581717,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,5185653658.1003504,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5186912642.944809,0.1
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,5574647726.8685513,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,6109034730.337841,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,6222130307.6246119,0.0
