不知道他与我是否一般,19,不知道他与我是否一般。
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4432118338.2357998,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,4435555564.7198229,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,4439225068.3873558,0.1
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4441610028.6735134,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,4449183449.8575344,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,4451510651.639925,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,4458962804.5615387,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4468712097.2229376,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4469462204.2740364,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,4476033004.1367207,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4477829074.1834593,0.1
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4479831582.4474154,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,4485000846.5936956,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4486183491.3669987,0.1
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4486187268.8069973,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4489306168.7814293,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,4498742311.5566311,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,4502337766.430418,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,4502654458.8690042,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4503864987.749095,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,4519031129.9302044,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,4526600917.0131493,0.2
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,4531432923.252203,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4531488913.7226896,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4531488913.7226896,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,4531747646.7814474,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4539971751.3917723,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4540061274.4733601,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4541784462.243144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4541784462.243144,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4549707739.9439688,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,4562392157.7345791,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4567295890.692317,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,4576723344.1831379,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4581990937.355752,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4581990937.355752,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,4599998836.1249371,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,4607084223.856739,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4610174219.3603582,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,4613367092.6860447,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,4619271957.1903076,0.2
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4620363778.6138182,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4651180274.4472513,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4654023778.5408659,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4658917872.2521019,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,4664911735.3236122,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4665001315.7173786,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,4670901690.2795954,0.1
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4682361315.6717806,0.1
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4695129702.2035818,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4698318136.3293772,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4700305917.5741844,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4701384755.9370689,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4721246987.0195866,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4728357008.1548233,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,4737426183.9026718,0.2
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4743336165.8063784,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4758755767.2845716,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4770658699.9982653,0.2
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,4784579962.3554564,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4787576142.3753242,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4789935868.8546953,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,4792361691.4573784,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,4792492005.7639437,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4797322582.0798559,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4799582883.9681101,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,4799964269.6634474,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4800232001.6050644,0.2
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4819776713.251977,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,4824244906.5157356,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4827129687.6613092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,4836986175.4464741,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,4849078625.1702127,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,4850666531.3141279,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4864130743.7300453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4872084124.0003653,0.3
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,4887116413.9785767,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4897340247.4579067,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,4901928169.8381081,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,4921906537.707303,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,4922715318.1040516,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,4942292782.82337,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4943977077.700634,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,4958906883.9174452,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,4961496667.222168,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,4973227480.6377144,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4986151891.880743,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,4996098039.4476748,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5004843107.5839081,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5007279966.9370489,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,5019614613.6597719,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,5021767391.0313501,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,5029804268.4742012,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5070365775.98351,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,5078076296.6054325,0.2
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,5087048792.0823193,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5104536201.7531967,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5105347153.0131989,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5105347153.0131989,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5109630435.0998812,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,5110940860.5290356,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,5120715113.5152292,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5123963611.2344131,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5141651374.7175341,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,5141732503.6568804,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,5154968249.0631876,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,5188572827.1240368,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,5191810675.2531843,0.2
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5198492663.3853092,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,5199220723.1714039,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,5222792783.8515282,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,5224226234.7606392,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,5225503430.5329647,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5236947467.2214737,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5241436971.3811197,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5268412572.5458517,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,5269193160.4958496,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,5273698278.770628,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5274648272.8836432,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,5277784606.9447966,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,5285898199.8611689,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,5311683600.1027546,0.1
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5314519528.9553814,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5330693651.0088739,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,5332447148.578763,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5355623418.1632643,0.3
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,5363818842.2151518,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,5380019029.6907377,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,5382463418.7190809,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,5395111812.5710325,0.3
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,5398191617.1747456,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,5401884009.3975029,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5409210342.8932486,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5436227500.584281,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,5509968790.3982105,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5528755838.1744938,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,5564338871.1334505,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,5565366089.5301199,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,5610744947.3907433,0.2
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,5614654444.942214,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,5622049527.5149708,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5631978104.5405989,0.2
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,5633038898.1779718,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5674645165.6374359,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,5685504892.9658899,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5695180043.0728941,0.1
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,5714212794.0584011,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,5715046007.3555546,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5741419475.7517252,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5782131845.268404,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,5798981305.5955906,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,5832491671.3423567,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,5835826839.5754585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5846705981.7902632,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5855104756.0495119,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,5882925424.116662,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,5910965465.8406897,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,5922361396.6279125,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5946252925.2739325,0.2
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,5964651808.5415449,0.3
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5968421734.5558472,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,6021174036.6431408,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,6088009552.8495855,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,6089317932.4515905,0.1
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6122057531.7692833,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6143032469.7284908,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,6197936250.1396389,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6203160027.9508762,0.4
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,6213633292.3723755,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,6245225726.220355,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,6264229262.5190001,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6290680675.4028797,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6291877884.6968756,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,6445028902.3520613,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,6484959917.2864237,0.2
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,6521353636.4879293,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,6590531281.7833443,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6619637693.9618511,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6664919313.2532759,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,6794561609.1779108,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,6973386392.0775871,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,7000980532.5433064,0.2
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7036239093.9550619,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,7074724843.2324753,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,7076234175.413043,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,7102371644.8389158,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7207986424.200778,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,7248569855.0147915,0.2
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,7288968177.9151154,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7379288828.3078194,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7379288828.3078194,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,8285708480.5153904,0.1
