这桩事闷得我柔肠百转,0,这桩事闷得我柔肠百转，
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,30956033.581903093,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,31046161.017285444,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,31114436.823128097,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,31114436.823128097,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,31152578.616549432,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,31161880.551161513,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,31185432.286749043,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,31369882.543211404,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,31511370.84052809,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,31531528.777245712,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,31627028.625000797,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,31662510.269727349,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,31688859.747216351,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,31697400.97535773,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,31753504.277764376,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,31763004.720556874,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,31795194.125498202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,31836231.414265666,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,31922713.058903668,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,32015681.713871341,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,32140350.561476428,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,32238071.90678576,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,32246942.154534671,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,32246942.154534671,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,32253149.894351743,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,32297043.604735665,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,32298155.015916146,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,32364703.441225111,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,32456746.116404723,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,32686649.376509879,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,32689068.157901034,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,32689068.157901034,0.1
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,32838580.315803356,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,32878349.857315227,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,32882634.533906329,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,32924826.453399211,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,32978000.995319754,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,32997764.119685192,0.1
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,33021163.758842003,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,33025379.368765991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,33139901.340151742,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,33217845.963189114,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,33395757.984439034,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,33456402.452779856,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,33537363.54332871,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,34065819.422532871,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,34092129.846103191,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,34098079.391386695,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,34106045.099662572,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,34116855.258057013,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,34144828.100349389,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,34179319.643174194,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,34234430.501544423,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,34304487.255123325,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,34362246.510433868,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,34484839.294229247,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,34499777.121711999,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,34760179.78152556,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,34868534.204179175,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,35075231.08392483,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,35154735.987149097,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35162461.749873251,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,35208036.291596696,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,35256267.405956462,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,35291795.676777288,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,35318592.747053869,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,35413331.797697984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,35523361.389193676,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,35558765.375937968,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,35565821.508066654,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,35590045.317122824,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,35640371.751460157,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,35744856.890256755,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,35754068.324542813,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,35909521.797093645,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,36004945.465202846,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,36223584.27757939,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,36225558.555024996,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,36375233.057319418,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,36506384.324363247,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,36756542.739163816,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,36840146.824859865,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,36885107.868314177,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,36913248.164881125,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,37011817.216164529,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,37063467.709353052,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,37285699.948350832,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,37496197.13759543,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,37650442.157646269,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,37661173.407273836,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,37851928.503588378,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,37852569.794181705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,37909975.087588303,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,37967987.829965994,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,38143594.673645526,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,38170139.659618907,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,38176274.76934775,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,38177274.03962408,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,38449526.401277535,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,38455588.48131071,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,38804756.167070113,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,38909801.718760177,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,39398580.153928868,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,39398580.153928868,0.2
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,39539865.90332187,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,40003544.550017275,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,40468208.473047517,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,40766051.447747439,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,40806298.580359913,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,41084394.931814149,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,41197920.209721036,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,41264369.273760416,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,41373101.217241488,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,41402044.404475234,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,42085891.286272191,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,42189500.11387296,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,42407840.120926373,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,42834118.896403752,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,42936851.403984606,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,43074323.686076321,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,43348682.449556313,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,43541903.97252398,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,43936963.683111489,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,43938623.898751147,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,44049310.444984756,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,44060514.656671107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,44985710.935308084,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,45626024.51654432,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,45724893.467397347,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,48884398.882404223,0.2
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,49209451.647262737,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,49424274.162313052,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,49781438.868520364,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,54754966.583688661,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,65735898.727998786,0.1
