但愿得状元郎月老引线,0,但愿得状元媒月老引线，
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4908221607.6288214,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,4922221564.3192034,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,4927777424.4884977,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4933893853.7453671,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4942637585.7737398,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4956312775.3979483,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4970874227.7990665,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,4974623467.72686,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,4978544599.4880552,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,5000219947.4668827,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5003987664.542613,0.1
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,5009542025.6679449,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,5016028183.0913401,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5034161670.108427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,5034212901.7374096,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,5047382204.3346853,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,5052198305.1804066,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5053653868.4880829,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,5059737087.9151402,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5066345809.004405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,5081998735.0640488,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5084794260.9493799,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5095688430.3191795,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5101280330.7188063,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,5105223726.0680981,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,5107737256.7856321,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5115972608.7318411,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5117529871.739027,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5143588527.1650791,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,5150685810.7365437,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,5157108172.9359446,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,5158645545.8157492,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5177537029.5292625,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,5185309656.0857248,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,5209195360.0544624,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5215448108.6111879,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5216629174.7864294,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5217325686.5031872,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,5229640667.3039064,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5240902699.0886784,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,5245999821.5288239,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5261055878.6831522,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5271436370.9455223,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5274588367.8561001,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5274895349.8640804,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5308370033.2055464,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,5316051098.4625206,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,5327555372.4360933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5332660254.1634779,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5360769249.3005419,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,5377914275.2888174,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,5400719771.39359,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,5417567969.9842691,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,5442064646.6710682,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5446195654.710988,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5460680962.265974,0.2
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5469051884.0335207,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5479435794.1875725,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,5492846848.9848166,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,5505864474.380084,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,5510718812.7336721,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,5523676644.0036201,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5525648303.8621445,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,5570536750.7487144,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,5582854150.4881783,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5623958531.5054035,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5623958531.5054035,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,5632333423.3232956,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,5643723499.553093,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,5650360805.2188931,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5674765263.0989504,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,5680284878.8868208,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,5680284878.8868208,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5688511681.5254726,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5700936505.3773937,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5703214661.327589,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5707767376.0853148,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,5711234761.1431284,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5714345719.8165159,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5717526678.2625189,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,5717750027.9506502,0.1
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5721806630.6669025,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,5741930463.9810181,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5763428772.4496717,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5767100502.4432735,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,5793829795.2779655,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,5795025234.8686199,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5810233942.7298794,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5898576578.4836941,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,5906959391.6784878,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,5911697494.1835308,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,5914098143.3485451,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,5923259062.3161182,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,5934344839.0718517,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5937362972.1732836,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5945064052.4642954,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,6019080993.7662354,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,6024885937.3837109,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6039161941.2498817,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,6061844869.4925575,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6065063707.9930496,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,6066129717.4842768,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,6066129717.4842768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,6068943607.167017,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,6093987310.5792255,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,6139297192.3666487,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6170018721.3896303,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,6182891130.8571806,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,6185691182.1954021,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,6207216507.1280518,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6210136124.3161535,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6222008582.8052101,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6237368083.0200386,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6239947606.0905972,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,6273337820.4285889,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,6309166693.3978567,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6331250716.9769955,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,6337760493.7470093,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,6339201278.765131,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,6379951332.5387173,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6391033917.080966,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,6403687119.3743544,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,6414568890.2576265,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,6464915821.4021063,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,6483983668.950119,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,6512245679.0705528,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,6515878029.634141,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,6545604324.1055613,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,6567488257.1408129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,6573443390.620472,0.3
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6600086200.2760153,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,6645016794.8642197,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,6669587709.0390558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,6733407163.8613539,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,6743725421.7385511,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,6744428464.9478111,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,6744428464.9478111,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,6762829253.9384851,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,6798766555.9332695,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,6812377894.9063635,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,6815048321.5700455,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,6816544213.3140316,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,6886222923.6015701,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6919311615.536294,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,6929197847.5342102,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,6931536859.9170456,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,6984339353.6227512,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,6997285644.6314468,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,7018530221.3974771,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7033892209.0195971,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7033892209.0195971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,7079216546.043334,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,7159612382.9263391,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,7207021756.5102549,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7228169077.5805607,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,7316210205.58846,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,7336790020.5005646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,7351245955.519269,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7406024669.0971375,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,7408744670.8191566,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,7440171139.8683758,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,7462866433.7095795,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,7482536169.6460447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,7535265171.5026083,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7570279456.0109196,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,7617664688.3810253,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,7654270098.5007086,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,7686222804.0337782,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,7814183572.1883259,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,7959326927.901082,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,7968444674.9813871,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,7985884125.9093943,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,8147069431.0656786,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8148876010.5799074,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8216349315.2098331,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,8479724100.2377863,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,8612651625.881031,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8673721370.2534485,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,8717592583.661375,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8767728018.4450893,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8897651170.3303795,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8897651170.3303795,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,8937406466.6441784,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,9016626862.9345589,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,9049145994.359663,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,9215115148.9061394,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,9295877305.5410271,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,10273784470.203741,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,11715023106.203871,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,11820112473.205553,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,13601837714.648581,0.0
