宋天子主婚姻此事成全,0,宋天子主婚姻此事成全。
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2032490446.7270656,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2032971765.4281206,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2035883307.2510948,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2053107014.2039745,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2057358818.1993995,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2060681643.5783103,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2063911123.9672577,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2071127343.8451331,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2076324677.0295117,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2076324677.0295117,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2079221368.3407273,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2086080945.7021925,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2095585803.4025815,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2102889573.0097487,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2103272598.8010921,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2105443258.7023454,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2109543431.7444654,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2113642941.0018485,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2122099448.129174,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2128650468.3137805,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,2131581436.3525653,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2131972492.1386335,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,2133743397.9182904,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2136793606.808924,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2138621070.4873526,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2140871631.1305614,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2142560568.1221907,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2147876198.0262399,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2148566942.9266391,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2152887165.0936532,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2155280117.6616902,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2158067358.0986176,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2158354984.9997168,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2159092209.4816537,0.2
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2160847993.0950665,0.3
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2161105540.0469146,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2164434944.678246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,2171347983.4601116,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2176811158.0548906,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2194787636.8271942,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2198660638.4347897,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2200811580.1737223,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2200811580.1737223,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2218312024.778512,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2220167408.7371345,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,2225414815.8676672,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2250197429.936058,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,2251020201.8694601,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2273610845.0726271,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2274322474.3455362,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2276872797.1800547,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2281965143.9910765,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2292934900.3817348,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2294543167.6486864,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2294639249.5600514,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2298860170.8191853,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2308028716.7410631,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2311873550.7326951,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2317122338.7885532,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2322882358.7943735,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2344210438.7303267,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2351860593.7473321,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2361296976.3270588,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2374799401.3662438,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,2377292908.1315579,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2391168809.9009538,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2396387952.455668,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2413208964.5974798,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,2415061776.7864304,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2419654355.5333104,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2434667464.7602873,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2494265584.0764675,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2497205684.148561,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2500265678.9606347,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2503154659.7019582,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2503277256.3277621,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2508117724.0136428,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2513827987.6473618,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2517462368.1562395,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2519666783.8476629,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2526603738.0660424,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2533355505.9942098,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2544543520.621129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2558303971.4978356,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2562939239.4585462,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2578023421.3306823,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2580223147.1694708,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,2601943190.1880155,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2603138548.4730945,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,2606605313.4914956,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2624721341.4269056,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2629017949.1223803,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2630839962.8174229,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2635958688.4427886,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2638180037.7663331,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2650393901.3169441,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2656089780.7917619,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2659078192.0511894,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2669180194.0555601,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2672842622.272809,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2692669781.7022171,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2701235893.5527277,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2721318832.1721196,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2738220975.8921337,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2767890935.0519114,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2768267947.688693,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2770505081.6658187,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2784626198.2913065,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2793729951.9728594,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2826075900.6107492,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2870086437.9132166,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2887771926.9973187,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2922458852.392487,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2945437919.533381,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2966126732.9661679,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,2986047534.0292315,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2987086546.7856927,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2987086546.7856927,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3006643835.7220373,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3044327265.798511,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,3047947007.179409,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3107722157.2665582,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3118942370.5774627,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,3122425040.1101489,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3143448939.2829785,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3158884534.8528457,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3166212981.115469,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3180041012.1394615,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3201498234.143445,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,3247055145.2563019,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3279612632.1530089,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3337193846.5912933,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3340096678.0189185,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3349672838.4036922,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,3506386806.8366852,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,3535012148.1678777,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3556915868.1703978,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3589697917.9347978,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3614925829.046998,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,3631307195.9746552,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3671248872.0206218,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3732757822.8216891,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3791076726.2465405,0.1
