有善才和龙女站立两厢,3,有善才和龙女站立两厢；
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3091525158.4614873,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3093211790.010891,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3094405438.8085985,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3095973325.8584089,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3098678682.8618279,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3102146346.5314379,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3104127504.4772801,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3104926886.0833879,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3105780952.451807,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3128676304.3245711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3137223105.5864954,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3137798647.0296655,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3142684966.4478517,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3153127099.5085301,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,3153149544.0442977,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3153203832.1001081,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3163746435.6657419,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3167414940.3839173,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3175622668.1767406,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3192223080.5750203,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,3194877302.2644076,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3198707156.1793022,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3200987073.3929067,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3227298116.0686173,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3228042853.9955153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3238794258.5598369,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3238794258.5598369,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3244298086.2200441,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3245488627.4895849,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3260280052.681869,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3261055595.0387406,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3263948275.2949929,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3266268368.2887855,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3266389792.7315278,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3268371248.3648019,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3269952721.3389354,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3269952721.3389354,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3270036917.5335717,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,3282206617.9401283,0.1
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,3292021608.7019925,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3304500719.3779645,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3306034627.2352028,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3313363511.448761,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3315460729.6118264,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3315460729.6118264,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3320529656.544991,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3376797145.8412809,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3418719677.1118073,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3461006584.2265387,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3473391526.502542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3479596141.3523211,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3496198900.9301033,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3513343526.8643703,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3523938783.9058189,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3556232202.1160398,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3593019611.6720967,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3597884050.3399587,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3597884050.3399587,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3607823435.0167851,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3611302339.5788155,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,3615330151.4341712,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3621955053.1359186,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,3641101935.8385782,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3646885330.1455746,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3661055882.5847673,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3681698805.7757492,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3689828489.6826878,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3699042667.6292276,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3701091261.7241058,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,3706941176.8907051,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3718558038.2783418,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3724765567.7684073,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3739854676.4664197,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,3740364550.5391169,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3741969358.5071154,0.2
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3744302607.249186,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3760376461.2035394,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3764871384.8740325,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3773376702.6647744,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3779089685.7725382,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,3783728414.3025508,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3836582665.9595065,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3876396645.8011017,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3880457944.3956366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3901600528.0749383,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,3935988276.3625517,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3937888858.0639863,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3939914478.0306692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3953179802.2156367,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,3955802701.7675619,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,3979288500.3760772,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3984103530.9027858,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3985611766.6107826,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3996481040.2898903,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3998070251.4596696,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3999713193.7672129,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,4000750425.942131,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4002623928.3125896,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,4009257220.0312653,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4017509496.4359574,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4020634032.1500015,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,4023031859.5054297,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4024404220.0552015,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4027636867.3673577,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,4045856491.6041121,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4046885797.1817203,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,4092827987.5596848,0.2
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4132056877.1065016,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,4150696896.9628386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,4210084544.8494501,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4211298518.8725166,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4234858630.3624105,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4236720606.7741356,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4237421618.4826174,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,4246259367.4544878,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4257758369.8559899,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4269376799.8534484,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4287636054.6723814,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,4291976826.6967974,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,4294853241.0921631,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4295041978.1262026,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,4304575110.5011005,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4325467191.4639273,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4350420412.9206047,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4389116920.617835,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,4398456794.8235741,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4441269866.0670738,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,4491001179.525609,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,4494388465.0323849,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,4529997538.1004906,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,4568070732.27106,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,4572764969.7536936,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,4639078618.5314894,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4641096718.5466261,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4650303563.1928778,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,4693624881.5294447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,4720487020.7658758,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,4726867202.885828,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,4746111914.5308714,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,4755985925.4118004,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4763814265.3585968,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4817606812.1855803,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4823849702.5781727,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4834806664.8743582,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4834806664.8743582,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4837511153.2105064,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,4847172013.8041506,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,4869966923.2125435,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4901435904.8367252,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,4921029741.8453856,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,4927440866.4171324,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,4957460185.582263,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4973617684.0613451,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4991246760.2584257,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,5040779125.9681044,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,5146180395.9274206,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,5146252203.8228235,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,5148520644.2517776,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5153748300.5150433,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5233568858.0914688,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5242253904.3541269,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5256313497.3179035,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5305179075.4306698,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,5337912416.4711618,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,5354484383.3517389,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,5470724038.2950964,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5478704008.449852,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5482349883.1857767,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5483525436.9349661,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,5486414518.2733955,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5521236423.232522,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,5543758650.6809578,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5588811884.7879219,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,5605419844.9133663,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5663745265.3075695,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5663745265.3075695,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,5675055438.8311424,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,5702412532.1949596,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5718581737.8620863,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5731248987.1224651,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,5907318648.3790216,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,5915917470.8871174,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6094396864.3789492,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,6118989604.7756577,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,6159665487.7889547,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,6304711817.4831972,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,6409166915.3567705,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,6430382953.8499794,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,6704759877.1822987,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,6817643788.3986311,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,6928936290.3211765,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,7306964955.9076347,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,7381769140.661005,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,7752757783.9929218,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,8287308786.7910566,0.0
