待我来再与你重订鸳盟,0,待我来搀扶（哇）你重订鸳盟。
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,600790962.90170896,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,607476858.17326045,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,609737354.92035854,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,611180603.39913094,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,612062397.04419625,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,612480348.94803119,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,616146817.00563025,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,617497563.82365811,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,618129258.22922087,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,619291875.67275405,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,620046923.01560163,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,620863499.34357977,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,621433638.95658576,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,622582771.21208024,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,625495432.41004813,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,625505344.45107794,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,628778019.11007345,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,629112492.77536821,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,629741985.39490247,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,632207232.13642097,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,637391540.71953881,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,645004265.29353154,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,646538417.57742417,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,650937871.48558486,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,651362583.81916702,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,651532912.55149496,0.2
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,653503403.83922255,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,655271476.61837089,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,657758266.68649209,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,662066993.48589432,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,662066993.48589432,0.2
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,663383177.22521663,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,665977635.28343964,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,668391615.79830682,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,670817996.46090055,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,671425077.23587191,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,676557801.29935253,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,677499838.43528378,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,677914559.38282871,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,678643599.7685715,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,682740830.36225414,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,683518706.15308249,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,684669221.44225132,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,686841258.17966986,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,687458563.68455219,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,688246677.14676476,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,689402118.1477499,0.1
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,690008877.20193136,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,691621337.91028965,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,691740519.8225466,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,693677496.99736714,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,705307825.58615816,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,708566670.41089153,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,713891028.02178657,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,725804991.47593951,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,727939582.34504485,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,728025317.96304595,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,734951121.43028772,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,735253877.79584408,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,738623896.84300375,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,740734892.73019397,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,742224278.65539789,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,743971079.86071682,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,744254558.54402602,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,754059912.67348504,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,754338556.42158628,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,757064558.1724869,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,759112997.99279153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,764038155.03096712,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,764212803.048576,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,764716938.27831554,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,765579350.30496728,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,768875581.88964617,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,768920879.98197591,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,771307116.30431187,0.3
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,771554526.0026058,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,772575708.54400861,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,773704309.06329441,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,777186031.33063173,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,777686425.64700484,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,778534495.67952013,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,778863926.03847611,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,778863926.03847611,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,781365612.652475,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,784628045.80632985,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,787947340.37005472,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,789347443.21124721,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,798413886.75105345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,802695353.87180734,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,806752817.67323172,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,809693013.44778395,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,815941653.88007307,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,817702965.04321098,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,817864549.98906994,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,820115750.08081818,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,822381477.58137834,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,826184001.76776576,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,831551535.26638579,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,833648938.54486001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,833746544.97121584,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,834793484.54345942,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,835897669.35559237,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,837105119.6273874,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,837105119.6273874,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,841410287.22608197,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,844674914.92599797,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,846733450.44792783,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,847631977.9038676,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,854725065.6276319,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,857414395.94282806,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,857652371.35977173,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,861576590.37775481,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,863877867.41422546,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,864126028.43432057,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,870376186.44061852,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,875197323.69332242,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,875266455.64507818,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,881367297.69337082,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,882105728.52738178,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,884718151.46770084,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,885282274.73461843,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,886471511.14030075,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,899282516.44920659,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,905571566.88607061,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,910660618.11446965,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,910874839.23441422,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,911350111.94367111,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,914975749.13963115,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,916028858.94416165,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,916077029.14212716,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,916535139.70636654,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,916799730.21469486,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,918520785.67516041,0.2
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,926672492.81640804,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,938562169.01888597,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,946475957.59039772,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,951795025.33485174,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,953496899.43571961,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,958023270.49776864,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,959183516.99882972,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,964711240.35459566,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,965823346.5491606,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,965823346.5491606,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,978466733.43658757,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,992453903.09667134,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,994055719.74231493,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1001294076.4825463,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1002804961.3655949,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1023239055.9554209,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1030396156.5265824,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1043391953.7952465,0.1
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1043964875.7791575,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1052842675.1416249,0.1
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1052961875.5839972,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1058167871.6333733,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1060127946.7901303,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1074560572.2477796,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1094923941.6383014,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,1106255708.8945608,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1110566555.8929033,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1134943600.2049806,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1148310695.0991852,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1155808174.3127763,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1157516995.941968,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1174640218.2175338,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1201399848.9462643,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1220615836.5636482,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,1244551303.5016277,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1264685912.0756516,0.1
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1273779029.1643949,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1296429928.1395371,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1302957260.25337,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1303680395.5025139,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1305238903.4605811,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1308754053.6233473,0.3
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1309718783.3224566,0.2
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1336942769.1343656,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1352318570.5442848,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1373767618.1481459,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1424375241.2133794,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1430860972.7575526,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1440212587.5583138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1445392701.8522146,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1452342260.046006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1461352007.6760747,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,1474414655.2786136,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1499058096.9945247,0.3
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1654969338.8264484,0.3
